algorithm_name,run_id,TOTAL_TAGS,BER,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,BER_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Ours (Voting),6,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9544444444444444,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6633333333333333,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9588888888888889,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),8,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9533333333333334,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6822222222222222,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),5,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6677777777777778,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9566666666666667,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.66,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6677777777777778,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9488888888888889,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.67,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.66,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9411111111111111,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6888888888888889,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9522222222222222,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),15,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7066666666666667,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),12,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6877777777777778,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6711111111111111,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),14,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6911111111111111,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),18,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.68,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),0,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9566666666666667,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.66,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),17,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6988888888888889,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9566666666666667,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6777777777777778,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9466666666666667,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.68,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9555555555555556,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6466666666666666,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9422222222222222,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6633333333333333,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9466666666666667,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6422222222222222,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9444444444444444,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),7,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9477777777777778,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6722222222222223,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9522222222222222,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6788888888888889,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),5,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7011111111111111,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6444444444444445,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9511111111111111,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6755555555555556,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6388888888888888,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9477777777777778,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6866666666666666,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9411111111111111,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),14,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9555555555555556,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6777777777777778,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6577777777777778,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),12,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6944444444444444,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),13,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6755555555555556,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9555555555555556,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),18,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9522222222222222,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6733333333333333,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.09500000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,9.500000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6722222222222223,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),16,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6511111111111111,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),17,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6888888888888889,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),1,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6955555555555556,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9488888888888889,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.09500000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6566666666666666,9.500000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9433333333333334,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),4,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9533333333333334,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6511111111111111,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),1,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6722222222222223,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9577777777777777,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),6,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6544444444444445,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),3,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6477777777777778,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9377777777777778,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),8,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9544444444444444,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6555555555555556,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),5,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.65,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9411111111111111,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6277777777777778,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),11,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9577777777777777,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6633333333333333,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),8,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.66,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9511111111111111,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),13,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9444444444444444,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6555555555555556,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),9,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.65,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9566666666666667,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),15,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9522222222222222,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6644444444444444,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),12,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6711111111111111,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),13,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6522222222222223,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9488888888888889,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),17,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.94,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),18,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6633333333333333,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.10000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9522222222222222,10.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6433333333333333,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),15,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6522222222222223,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),17,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6477777777777778,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6644444444444444,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),19,1000,0.10000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6766666666666666,10.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
