BER,Baseline (Without Voting),Ours (Voting)
0.0,1.0,1.0
0.005,1.0,1.0
0.01,1.0,1.0
0.015,1.0,1.0
0.02,1.0,1.0
0.025,1.0,1.0
0.030000000000000002,1.0,1.0
0.035,1.0,1.0
0.04,1.0,1.0
0.045,1.0,1.0
0.049999999999999996,1.0,1.0
0.05499999999999999,1.0,1.0
0.05999999999999999,1.0,1.0
0.06499999999999999,1.0,1.0
0.06999999999999999,1.0,1.0
0.075,1.0,1.0
0.08,1.0,1.0
0.085,1.0,1.0
0.09000000000000001,1.0,1.0
0.09500000000000001,1.0,1.0
0.10000000000000002,1.0,1.0
