BER,Baseline (Without Voting),Ours (Voting)
0.0,62,16
0.005,62,16
0.01,62,16
0.015,62,16
0.02,62,16
0.025,62,16
0.030000000000000002,62,16
0.035,62,16
0.04,62,16
0.045,62,16
0.049999999999999996,62,16
0.05499999999999999,62,16
0.05999999999999999,62,16
0.06499999999999999,62,16
0.06999999999999999,62,16
0.075,62,16
0.08,62,16
0.085,62,16
0.09000000000000001,62,16
0.09500000000000001,62,16
0.10000000000000002,62,16
