BIT_ERROR_RATE,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
0.0,0.5036821705426358,0.00312062324929972,0.4196933645223755,0.14292328042328042,0.009469771448219724,0.0,0.0
0.005,0.5036821705426358,0.0035363859996212937,0.4181141904973348,0.14292328042328042,0.017871969670217723,0.0,0.0
0.01,0.5036821705426358,0.0035784313725490194,0.4134600932343592,0.14292328042328042,0.02206095790806744,0.0,0.0
0.015,0.5036821705426356,0.0035784313725490194,0.4166618545711687,0.14292328042328042,0.014787356629397303,0.0,0.0
0.02,0.5036821705426356,0.0035784313725490194,0.41469753201303927,0.14292328042328042,0.013497828009072389,0.0,0.0
0.025,0.5036821705426356,0.0035784313725490194,0.41202360544010974,0.14292328042328042,0.012457251082251082,0.0,0.0
0.030000000000000002,0.5036821705426356,0.0035784313725490194,0.4118776121375679,0.14292328042328042,0.019269820218096083,0.0,0.0
0.035,0.5036821705426356,0.0035784313725490194,0.4070592006852528,0.14292328042328042,0.023249135658056197,0.0,0.0
0.04,0.5036821705426356,0.0035784313725490194,0.4066840771101007,0.14292328042328042,0.01842897208343719,0.0,0.0
0.045,0.5036821705426358,0.0035784313725490194,0.4060855844550083,0.14292328042328042,0.005772079772079773,0.0,0.0
0.049999999999999996,0.5036821705426356,0.0035784313725490194,0.40692024581511604,0.14292328042328042,0.017584369334369333,0.0,0.0
0.05499999999999999,0.5036821705426358,0.0035784313725490194,0.40382062913087446,0.14292328042328042,0.019077287446852664,0.0,0.0
0.05999999999999999,0.5036821705426356,0.0035784313725490194,0.4014222259001615,0.14292328042328042,0.011413834970286583,0.0,0.0
0.06499999999999999,0.5036821705426358,0.0035784313725490194,0.40386258397641656,0.14292328042328042,0.016608183282096324,0.0,0.0
0.06999999999999999,0.5036821705426358,0.0035784313725490194,0.3952835714656452,0.14292328042328042,0.016078886693017127,0.0,0.0
0.075,0.5036821705426356,0.0035784313725490194,0.3971779379688728,0.14292328042328042,0.0190568909647857,0.0,0.0
0.08,0.5036821705426356,0.0035784313725490194,0.3962118595512942,0.14292328042328042,0.015696561503013115,0.0,0.0
0.085,0.5036821705426356,0.0035784313725490194,0.38913794751381936,0.14292328042328042,0.014653567447045707,0.0,0.0
0.09000000000000001,0.5036821705426358,0.0035784313725490194,0.3947445498523977,0.14292328042328042,0.015464810742270695,0.0,0.0
0.09500000000000001,0.5036821705426358,0.0035784313725490194,0.39128289372563874,0.14292328042328042,0.014650447759715492,0.0,0.0
