noise_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
0.0,6552.435868033942,6967.670011148271,3546.7910408058315
5.0,6552.435868033942,6967.670011148271,3546.7910408058315
10.0,6552.435868033942,6967.670011148271,3546.7910408058315
15.0,6552.435868033942,6967.670011148271,3546.7910408058315
20.0,6552.435868033942,6967.670011148271,3546.7910408058315
