noise_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
0.0,2.6209743472135765,2.7870680044593086,1.4187164163223325
5.0,2.6209743472135765,2.7870680044593086,1.4187164163223325
10.0,2.6209743472135765,2.7870680044593086,1.4187164163223325
15.0,2.6209743472135765,2.7870680044593086,1.4187164163223325
20.0,2.6209743472135765,2.7870680044593086,1.4187164163223325
