noise_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
0.0,153.5759813500001,144.43778010000008,283.52372785
5.0,153.5759813500001,144.43778010000008,283.52372785
10.0,153.5759813500001,144.43778010000008,283.52372785
15.0,153.5759813500001,144.43778010000008,283.52372785
20.0,153.5759813500001,144.43778010000008,283.52372785
