TOTAL_TAGS,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
100,0.0023865740877975,0.018560931393051577,0.003726813593490004,0.002442245982204375,0.0034069839860579438,0.000250866948822,0.0004364568119950781
150,0.004641290127571878,0.03426894542320116,0.008418219200934749,0.005047302253076249,0.005945920285834544,0.0005652432585870625,0.0008784042084390624
200,0.010108765622340025,0.07079705539753015,0.015374054452329134,0.01383118939931748,0.006455617295805549,0.0010065636781347498,0.0016262150302510062
250,0.010785147205429713,0.10161848446643684,0.023321888202778338,0.016605394307339028,0.007182501803414497,0.0013472356836239999,0.002345902798302
300,0.018560590369966615,0.14103027857984288,0.03300111199208476,0.022075142112873654,0.009911926351314904,0.0019920651448499995,0.00347856875264625
350,0.030411293786280696,0.20226893710973468,0.047616150063006436,0.04416958004529391,0.010759980795890724,0.0027642109604538124,0.004446221737882594
400,0.03979843378997258,0.31370608890319157,0.062348977654257676,0.05777944539198686,0.010983665456718774,0.003662888793546,0.0060782313292500004
450,0.04142347031612634,0.37774526605273573,0.08079021723746953,0.051129247822402045,0.01338177607091818,0.004564063536966484,0.0077199567766303295
500,0.04250963883486884,0.4291387766760669,0.1032242069607208,0.06631793703364945,0.01440751623756426,0.005395676550943999,0.009268382452134877
550,0.05588399215498979,0.5177958747281581,0.12731390340963472,0.0794520315493216,0.015837564716208917,0.006624829545324,0.011413639199905127
600,0.07416298327669284,0.6156202855034144,0.14833785325075885,0.09018119360401258,0.01854517566079606,0.00798274484595625,0.01319948317814163
650,0.09654287783829144,0.891167743793804,0.17264602809415847,0.11888117166875885,0.020862215899639706,0.009467694489627,0.015891495699815097
700,0.12106302720284948,0.9277533093586838,0.1999075812783691,0.12809709903952224,0.022248358096759426,0.010466723053925998,0.017901438836544003
750,0.14921231377728875,1.03154867049903,0.223390205814124,0.5658567602546445,0.02419543094963562,0.012138017853219999,0.02097751086754428
800,0.15925768232855228,1.4354157081163101,0.25015215028276094,0.16396056935971712,0.025022642656019507,0.013974033037955,0.023309514628107507
850,0.16341674802861708,1.2820012355749693,0.2733154081077779,0.15040026968940617,0.02694412023398744,0.01591693191152606,0.026693694004144602
900,0.16470293528307087,1.5687047493958242,0.3122795112938312,0.19883179051814565,0.03101378804652071,0.017758542201371873,0.029972172217944577
950,0.16850983974023612,1.8022217648846521,0.3462068649437585,0.21597773749008492,0.03364534561837578,0.019341083255245625,0.033031814543371264
1000,0.1724302309988464,1.9393640230315747,0.37873158490178976,0.211126670492891,0.034193827423554056,0.021570047034044717,0.037165827645386264
