TOTAL_TAGS,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
100,1.6129032258064515,2.0490362811791383,1.6631367292966002,1.36986301369863,7.296827577438191,50.0,25.0
150,1.744186046511628,2.2566964285714284,1.6576483043177521,1.4285714285714286,8.320400730142115,50.0,30.0
200,1.5625,2.0982142857142856,1.633863093434421,1.1235955056179776,10.717408579477835,50.0,28.690476190476193
250,1.923076923076923,2.1934815592903827,1.656937093043109,1.3157894736842106,12.706436802062896,62.5,31.25
300,1.744186046511628,2.1964285714285716,1.6717855445515166,1.3824884792626728,13.15995707334749,60.0,30.166666666666668
350,1.5765765765765767,2.1708622685185186,1.623656779349697,1.0903426791277258,14.8444222938729,58.333333333333336,32.05681818181818
400,1.5748031496062993,1.9942680776014108,1.6213420892841277,1.0899182561307903,16.89345453258497,57.142857142857146,30.769230769230766
450,1.7509727626459146,2.0538690476190475,1.602361116856617,1.3677811550151975,17.245011873745945,56.25,30.053571428571427
500,1.937984496124031,2.1219946311858076,1.5751016281820733,1.3227513227513228,18.57241198425848,62.5,31.40625
550,1.8518518518518519,2.1161786786786787,1.5606181421382677,1.3447432762836187,19.684123677107202,61.11111111111111,30.825163398692816
600,1.744186046511628,2.125,1.5765958175487491,1.3729977116704806,19.845982116506146,60.0,31.798245614035086
650,1.6497461928934007,1.9285150613275615,1.5837427373135045,1.279527559055118,20.351868865243908,59.0909090909091,31.06845238095238
700,1.580135440180587,2.0153664302600474,1.5849304318342763,1.3333333333333333,21.294204598501203,63.63636363636364,31.96969696969697
750,1.5212981744421907,2.0550595238095237,1.6065497443712329,0.6063055780113177,21.832547528607495,62.5,31.385869565217394
800,1.5748031496062993,1.860817166372722,1.619290610263294,1.362862010221465,23.120446996258444,61.53846153846153,32.1
850,1.66015625,2.076327972709552,1.646473976706826,1.5426497277676952,23.86428788241978,60.71428571428571,31.632834757834758
900,1.7578125,2.0010416666666666,1.631053267715814,1.3931888544891642,23.487155033615686,60.0,31.23050082101806
950,1.8410852713178294,1.979461185515873,1.6352254643056572,1.424287856071964,23.86875296649351,63.333333333333336,31.88505747126437
1000,1.923076923076923,1.9937514806917793,1.6459738555747923,1.5267175572519085,25.064376300502456,62.604166666666664,31.42809139784946
