algorithm_name,run_id,TOTAL_TAGS,MISSING_RATE,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
LODS_MTI,24,550,0.5,81190.0,0.08119,0.00040702325000000004,9,0,9,0,0.0,81.19,0.08119,0.08159702325,61.111111111111114,148.3582240909091,2.7096933119842346,6774.2332799605865,0.0066248623176674995,1.0
LODS_MTI_128b,24,550,0.5,107630.0,0.10763000000000002,0.0004042772499999999,18,1,17,0,0.05555555555555555,107.63,0.10763,0.10803427725000002,30.555555555555557,196.42595863636367,2.044039765864536,5110.099414661339,0.011627729260417502,0.9444444444444444
CT_MTI,30,200,0.5,121200.0,0.1211999999999999,0.0001410306000000002,120,44,76,0,0.36666666666666664,121.2,0.1212,0.1213410305999999,1.6666666666666667,606.7051529999994,0.6600660066006601,1650.1650165016501,0.014706532908719988,0.6333333333333333
CR_MTI,30,200,0.5,306320.0,0.3063200000000005,0.00045284000000000025,112,1,111,0,0.008928571428571428,306.32,0.30632,0.3067728400000005,1.7857142857142858,1533.8642000000025,0.26116479498563594,652.9119874640899,0.09397065634880014,0.9910714285714286
CPT,30,200,0.5,100990.0,0.10099000000000027,0.0001044549999999998,128,72,14,42,0.5625,100.99,0.10099,0.10109445500000028,1.5625,505.4722750000014,0.7921576393702348,1980.3940984255867,0.010209529010450028,0.109375
ECUMI,30,200,0.5,117015.0,0.11701499999999984,0.0001225049999999994,178,22,29,127,0.12359550561797752,117.015,0.117015,0.11713750499999984,1.1235955056179776,585.6875249999991,0.68367303337179,1709.182583429475,0.01370684514757498,0.16292134831460675
ISMTI,30,200,0.5,71350.0,0.07135,0.00020460445000000004,17,0,16,1,0.0,71.35,0.07135,0.07155460445,11.764705882352942,357.77302225,1.1212333566923618,2803.083391730904,0.0051054210275075,0.9411764705882353
LODS_MTI,30,200,0.5,31677.5,0.0316775,9.64145e-05,4,0,4,0,0.0,31.6775,0.0316775,0.0317739145,50.0,158.8695725,2.5254518191145134,6313.629547786284,0.0010065181765737498,1.0
LODS_MTI_128b,30,200,0.5,40482.5,0.0404825,7.84355e-05,7,0,7,0,0.0,40.4825,0.0404825,0.0405609355,28.571428571428573,202.8046775,1.976162539368863,4940.406348422158,0.0016420080713787498,1.0
CT_MTI,33,650,0.5,404000.0,0.40399999999999947,0.0013887206000000082,400,155,245,0,0.3875,404.0,0.404,0.4053887205999995,1.625,623.67495476923,0.6435643564356436,1608.9108910891089,0.1637770431223998,0.6125
CR_MTI,33,650,0.5,842380.0,0.8423800000000049,0.003154401249999986,308,4,304,0,0.012987012987012988,842.38,0.84238,0.8455344012500049,2.1103896103896105,1300.8221557692382,0.30864930316484246,771.6232579121062,0.7122612689249791,0.987012987012987
CPT,33,650,0.5,310925.0,0.3109250000000026,0.0010217675000000028,394,209,58,127,0.5304568527918782,310.925,0.310925,0.3119467675000026,1.649746192893401,479.9181038461579,0.8362145211867813,2090.5363029669534,0.09699204868493831,0.14720812182741116
ECUMI,33,650,0.5,346155.0,0.3461550000000022,0.0011428462499999928,508,84,94,330,0.16535433070866143,346.155,0.346155,0.3472978462500022,1.279527559055118,534.3043788461573,0.7511086074157531,1877.7715185393827,0.12021888596866952,0.18503937007874016
ISMTI,33,650,0.5,159365.0,0.15936499999999998,0.0009851334500000002,36,2,33,1,0.05555555555555555,159.365,0.159365,0.16035013345,18.055555555555557,246.692513,1.6314749160731652,4078.6872901829133,0.02555419901725925,0.9166666666666666
LODS_MTI,33,650,0.5,97035.0,0.097035,0.000534795,11,0,11,0,0.0,97.035,0.097035,0.097569795,59.09090909090909,150.1073769230769,2.679445560880095,6698.613902200237,0.009467685057825,1.0
LODS_MTI_128b,33,650,0.5,124785.0,0.12478500000000003,0.0005308065000000003,21,0,21,0,0.0,124.785,0.124785,0.12531580650000004,30.952380952380953,192.79354846153853,2.083583764074208,5208.959410185519,0.015637532914102505,1.0
CT_MTI,34,350,0.5,218160.0,0.21815999999999833,0.00041891579999999844,216,84,132,0,0.3888888888888889,218.16,0.21816,0.21857891579999833,1.6203703703703705,624.5111879999952,0.6417308397506417,1604.3270993766043,0.04768517627092764,0.6111111111111112
CR_MTI,34,350,0.5,393840.0,0.3938400000000001,0.0008815275000000002,144,0,144,0,0.0,393.84,0.39384,0.39472152750000006,2.4305555555555554,1127.7757928571432,0.3554743042860045,888.6857607150112,0.15545712639060003,1.0
CPT,34,350,0.5,174990.0,0.17499000000000037,0.000312296250000001,222,121,27,74,0.545045045045045,174.99,0.17499,0.17530229625000038,1.5765765765765767,500.8637035714297,0.8000457168981084,2000.1142922452711,0.030676148820787567,0.12162162162162163
ECUMI,34,350,0.5,210372.5,0.21037249999999774,0.00037775937500000216,321,42,49,230,0.1308411214953271,210.3725,0.2103725,0.21075025937499775,1.0903426791277258,602.1435982142793,0.6654862208701232,1663.7155521753082,0.04433605894036671,0.1526479750778816
ISMTI,34,350,0.5,103507.5,0.10350750000000003,0.00042377092499999974,24,2,21,1,0.08333333333333333,103.5075,0.1035075,0.10393127092500003,14.583333333333334,296.9464883571429,1.3525589933096636,3381.3974832741587,0.01075766602526944,0.875
LODS_MTI,34,350,0.5,52472.5,0.0524725,0.00020547662499999998,6,0,6,0,0.0,52.4725,0.0524725,0.052677976625,58.333333333333336,150.50850464285713,2.668064224117395,6670.160560293487,0.0027641451284553123,1.0
LODS_MTI_128b,34,350,0.5,67147.5,0.0671475,0.00018622987499999997,11,0,11,0,0.0,67.1475,0.0671475,0.067333729875,31.818181818181817,192.38208535714287,2.0849622100599428,5212.405525149857,0.004521291626781563,1.0
CT_MTI,23,100,0.5,55550.0,0.05555000000000005,3.68002e-05,55,14,41,0,0.2545454545454545,55.55,0.05555,0.05558680020000005,1.8181818181818181,555.8680020000005,0.7200720072007201,1800.1800180018001,0.0030878467511100027,0.7454545454545455
CR_MTI,23,100,0.5,114870.0,0.11487000000000003,0.00011237999999999992,42,0,42,0,0.0,114.87,0.11487,0.11498238000000002,2.380952380952381,1149.8238000000001,0.34821972664751455,870.5493166187864,0.013208025990600003,1.0
CPT,23,100,0.5,49020.0,0.04902,2.6242499999999974e-05,62,34,8,20,0.5483870967741935,49.02,0.04902,0.049046242500000004,1.6129032258064515,490.462425,0.8159934720522235,2039.983680130559,0.0024042468073500003,0.12903225806451613
ECUMI,23,100,0.5,49087.5,0.049087500000000006,2.7288749999999992e-05,73,6,18,49,0.0821917808219178,49.0875,0.0490875,0.049114788750000006,1.36986301369863,491.1478875000001,0.8148714031066973,2037.178507766743,0.0024109221927656253,0.2465753424657534
ISMTI,23,100,0.5,73647.5,0.07364750000000002,0.00011232384999999995,18,3,14,1,0.16666666666666666,73.6475,0.0736475,0.07375982385000002,5.555555555555555,737.5982385000002,0.5431277368546116,1357.8193421365286,0.005432226626992877,0.7777777777777778
LODS_MTI,23,100,0.5,15820.0,0.01582,3.85145e-05,2,0,2,0,0.0,15.82,0.01582,0.0158585145,50.0,158.585145,2.5284450063211126,6321.112515802781,0.00025088169939,1.0
LODS_MTI_128b,23,100,0.5,20902.5,0.020902499999999997,2.8878750000000005e-05,4,0,4,0,0.0,20.9025,0.0209025,0.020931378749999997,25.0,209.31378749999996,1.9136466929793088,4784.116732448271,0.00043751814432187495,1.0
CT_MTI,8,650,0.5,420160.0,0.42015999999999964,0.0014420686000000092,416,171,245,0,0.4110576923076923,420.16,0.42016,0.42160206859999966,1.5625,648.6185670769225,0.6188118811881188,1547.0297029702972,0.17714032514297584,0.5889423076923077
CR_MTI,8,650,0.5,842380.0,0.8423800000000049,0.0031544012499999836,308,1,307,0,0.003246753246753247,842.38,0.84238,0.8455344012500049,2.1103896103896105,1300.8221557692382,0.30864930316484246,771.6232579121062,0.7122612689249791,0.9967532467532467
CPT,8,650,0.5,311070.0,0.3110700000000027,0.0010222387500000024,394,211,57,126,0.5355329949238579,311.07,0.31107,0.3120922387500027,1.649746192893401,480.14190576923494,0.8358247339827048,2089.561834956762,0.09708253270796334,0.1446700507614213
ECUMI,8,650,0.5,345785.0,0.3457850000000021,0.001141643749999992,508,82,95,331,0.16141732283464566,345.785,0.345785,0.3469266437500021,1.279527559055118,533.7332980769263,0.751912315456136,1879.78078864034,0.11996202950909447,0.18700787401574803
ISMTI,8,650,0.5,147860.0,0.14786,0.0009632294000000004,33,0,32,1,0.0,147.86,0.14786,0.14882322939999998,19.696969696969695,228.95881446153842,1.7584201271473014,4396.050317868254,0.022005002699083995,0.9696969696969697
LODS_MTI,8,650,0.5,97035.0,0.097035,0.000534795,11,0,11,0,0.0,97.035,0.097035,0.097569795,59.09090909090909,150.1073769230769,2.679445560880095,6698.613902200237,0.009467685057825,1.0
LODS_MTI_128b,8,650,0.5,126385.0,0.12638500000000003,0.0005380225,21,0,21,0,0.0,126.385,0.126385,0.12692302250000004,30.952380952380953,195.26618846153852,2.0572061557938044,5143.015389484512,0.016041166198662506,1.0
CT_MTI,1,150,0.5,90900.0,0.0909,8.220960000000016e-05,90,37,53,0,0.4111111111111111,90.9,0.0909,0.09098220959999999,1.6666666666666667,606.548064,0.6600660066006601,1650.1650165016504,0.008270282852639999,0.5888888888888889
CR_MTI,1,150,0.5,164100.0,0.16410000000000025,0.00020549249999999992,60,0,60,0,0.0,164.1,0.1641,0.16430549250000023,2.5,1095.3699500000016,0.3656307129798903,914.0767824497258,0.026962531319250038,1.0
CPT,1,150,0.5,67900.0,0.06790000000000004,5.352375000000009e-05,86,41,17,28,0.47674418604651164,67.9,0.0679,0.06795352375000005,1.744186046511628,453.023491666667,0.8836524300441826,2209.1310751104565,0.004614044262625004,0.19767441860465115
ECUMI,1,150,0.5,71910.0,0.07191,5.8049999999999974e-05,105,17,21,67,0.1619047619047619,71.91,0.07191,0.07196805,1.4285714285714286,479.78700000000003,0.8343763037129746,2085.9407592824364,0.005175222475500001,0.2
ISMTI,1,150,0.5,62155.0,0.06215499999999998,0.00015438135,15,1,13,1,0.06666666666666667,62.155,0.062155,0.062309381349999984,10.0,415.39587566666654,0.9653286139489985,2413.321534872496,0.003872839597809249,0.8666666666666667
LODS_MTI,1,150,0.5,23742.5,0.023742499999999996,6.560362500000001e-05,3,0,3,0,0.0,23.7425,0.0237425,0.023808103624999997,50.0,158.7206908333333,2.5271138254185534,6317.784563546383,0.0005652639003165624,1.0
LODS_MTI_128b,1,150,0.5,29612.5,0.029612499999999996,5.0998125e-05,5,0,5,0,0.0,29.6125,0.0296125,0.029663498124999996,30.0,197.75665416666664,2.0261713803292527,5065.428450823132,0.0008784103382265624,1.0
CT_MTI,35,300,0.5,195940.0,0.1959399999999987,0.000325332599999999,194,91,103,0,0.4690721649484536,195.94,0.19594,0.1962653325999987,1.5463917525773196,654.2177753333291,0.6124323772583444,1531.080943145861,0.038456229269643746,0.5309278350515464
CR_MTI,35,300,0.5,382900.0,0.38290000000000013,0.0007666575000000034,140,0,140,0,0.0,382.9,0.3829,0.3836666575000001,2.142857142857143,1278.888858333334,0.31339775398276315,783.4943849569078,0.14690596315675006,1.0
CPT,35,300,0.5,135497.5,0.13549750000000044,0.0002084437500000009,172,78,36,58,0.45348837209302323,135.4975,0.1354975,0.13570594375000045,1.744186046511628,452.3531458333348,0.8856251960368272,2214.062990092068,0.018387816113265683,0.20930232558139536
ECUMI,35,300,0.5,149317.5,0.14931749999999933,0.00023221125000000132,217,35,45,137,0.16129032258064516,149.3175,0.1493175,0.14954971124999933,1.3824884792626728,498.49903749999777,0.803656637701542,2009.1415942538551,0.022330389009571773,0.2073732718894009
ISMTI,35,300,0.5,98547.5,0.09854750000000005,0.00036819120000000004,23,0,22,1,0.0,98.5475,0.0985475,0.09891569120000006,13.043478260869565,329.71897066666685,1.2176869022552577,3044.2172556381443,0.009747894078532006,0.9565217391304348
LODS_MTI,35,300,0.5,44550.0,0.04454999999999999,0.00016544250000000003,5,0,5,0,0.0,44.55,0.04455,0.044715442499999994,60.0,149.05147499999998,2.6936026936026938,6734.006734006734,0.0019920729633749997,1.0
LODS_MTI_128b,35,300,0.5,59237.5,0.059237500000000005,0.00014625375,10,0,10,0,0.0,59.2375,0.0592375,0.059383753750000004,30.0,197.94584583333335,2.0257438278117745,5064.359569529437,0.003517745112765625,1.0
CT_MTI,25,850,0.5,527220.0,0.5272200000000022,0.002342404799999986,522,220,302,0,0.421455938697318,527.22,0.52722,0.5295624048000023,1.628352490421456,623.0145938823556,0.6448920754144379,1612.2301885360948,0.2791958910586572,0.578544061302682
CR_MTI,25,850,0.5,1091265.0,1.091265000000005,0.005182747499999978,399,2,397,0,0.005012531328320802,1091.265,1.091265,1.096447747500005,2.130325814536341,1289.938526470594,0.31156501857935515,778.912546448388,1.1965150511755929,0.9949874686716792
CPT,25,850,0.5,402992.5,0.4029925000000059,0.001727444374999987,512,255,85,172,0.498046875,402.9925,0.4029925,0.4047199443750059,1.66015625,476.1411110294187,0.8436881579682004,2109.2203949205013,0.16309910218354456,0.166015625
ECUMI,25,850,0.5,384147.5,0.38414750000000375,0.0016559593750000126,551,86,130,335,0.1560798548094374,384.1475,0.3841475,0.38580345937500377,1.5426497277676952,453.8864227941221,0.8850766958004412,2212.6917395011033,0.14820543441025924,0.23593466424682397
ISMTI,25,850,0.5,169100.0,0.16910000000000006,0.0013623617500000003,37,1,35,1,0.02702702702702703,169.1,0.1691,0.17046236175000007,22.972972972972972,200.54395500000007,2.0106445890005915,5026.611472501479,0.02882518537192501,0.9459459459459459
LODS_MTI,25,850,0.5,125752.5,0.1257525,0.0008220903750000002,14,0,14,0,0.0,125.7525,0.1257525,0.126574590375,60.714285714285715,148.91128279411762,2.7037235840241745,6759.308960060437,0.015917071176132187,1.0
LODS_MTI_128b,25,850,0.5,163907.5,0.16390750000000004,0.0008635771249999992,27,0,27,0,0.0,163.9075,0.1639075,0.16477107712500003,31.48148148148148,193.84832602941182,2.0743407104616933,5185.8517761542325,0.027007215323865942,1.0
CT_MTI,31,850,0.5,507020.0,0.5070200000000009,0.002256430599999987,502,199,303,0,0.39641434262948205,507.02,0.50702,0.5092764306000009,1.6932270916334662,599.1487418823541,0.6705849867855311,1676.4624669638279,0.2582133358428125,0.603585657370518
CR_MTI,31,850,0.5,1403055.0,1.4030549999999973,0.006663532499999931,513,5,508,0,0.009746588693957114,1403.055,1.403055,1.4097185324999972,1.6569200779727096,1658.4923911764672,0.24232834778394288,605.8208694598572,1.9779126356167835,0.9902534113060428
CPT,31,850,0.5,402992.5,0.4029925000000059,0.0017274443749999856,512,255,85,172,0.498046875,402.9925,0.4029925,0.4047199443750059,1.66015625,476.1411110294187,0.8436881579682004,2109.2203949205013,0.16309910218354456,0.166015625
ECUMI,31,850,0.5,387107.5,0.38710750000000377,0.001668539375000012,551,94,130,327,0.1705989110707804,387.1075,0.3871075,0.38877603937500377,1.5426497277676952,457.38357573529856,0.8783089968548787,2195.772492137197,0.15049812066235926,0.23593466424682397
ISMTI,31,850,0.5,168587.5,0.16858750000000008,0.0013372754750000002,37,0,36,1,0.0,168.5875,0.1685875,0.1699247754750001,22.972972972972972,199.91150055882363,2.0167568769926594,5041.892192481649,0.028647193085391577,0.972972972972973
LODS_MTI,31,850,0.5,125752.5,0.1257525,0.0008212623750000001,14,0,14,0,0.0,125.7525,0.1257525,0.12657376237499998,60.714285714285715,148.91030867647055,2.7037235840241745,6759.308960060437,0.015916967053062184,1.0
LODS_MTI_128b,31,850,0.5,163907.5,0.16390750000000004,0.0008633251249999994,27,0,27,0,0.0,163.9075,0.1639075,0.16477082512500005,31.48148148148148,193.8480295588236,2.0743407104616933,5185.8517761542325,0.027007174019175947,1.0
CT_MTI,24,900,0.5,574690.0,0.5746900000000054,0.0026955252000000216,569,239,330,0,0.4200351493848858,574.69,0.57469,0.5773855252000054,1.5817223198594024,641.5394724444504,0.6264246811324365,1566.0617028310915,0.33181768747719115,0.5799648506151143
CR_MTI,24,900,0.5,1148700.0,1.1487000000000036,0.005746072500000033,420,2,418,0,0.004761904761904762,1148.7,1.1487,1.1544460725000036,2.142857142857143,1282.7178583333375,0.3133977539827631,783.4943849569078,1.3261122034807542,0.9952380952380953
CPT,24,900,0.5,405312.5,0.4053125000000061,0.0018394987499999822,512,262,94,156,0.51171875,405.3125,0.4053125,0.4071519987500061,1.7578125,452.39110972222903,0.8882035466461063,2220.508866615266,0.16502379449336188,0.18359375
ECUMI,24,900,0.5,448645.0,0.44864500000000695,0.0020436075000000247,646,108,141,397,0.16718266253869968,448.645,0.448645,0.450688607500007,1.3931888544891642,500.76511944445224,0.8024161642278417,2006.0404105696039,0.20219919031184064,0.21826625386996903
ISMTI,24,900,0.5,165402.5,0.16540250000000006,0.0014102608500000003,36,0,35,1,0.0,165.4025,0.1654025,0.16681276085000007,25.0,185.34751205555565,2.176508819395112,5441.272048487779,0.02759124767649214,0.9722222222222222
LODS_MTI,24,900,0.5,132875.0,0.132875,0.0009045157499999999,15,1,14,0,0.06666666666666667,132.875,0.132875,0.13377951575,60.0,148.64390638888887,2.70931326434619,6773.283160865475,0.017775953155281247,0.9333333333333333
LODS_MTI_128b,24,900,0.5,173965.0,0.17396500000000006,0.0009601087499999996,29,1,28,0,0.034482758620689655,173.965,0.173965,0.17492510875000006,31.03448275862069,194.3612319444445,2.0693817721955567,5173.454430488891,0.03043084654369376,0.9655172413793104
CT_MTI,5,300,0.5,175740.0,0.17573999999999904,0.00029449439999999967,174,60,114,0,0.3448275862068966,175.74,0.17574,0.17603449439999905,1.7241379310344827,586.7816479999968,0.6828269033799932,1707.0672584499828,0.030936302045855835,0.6551724137931034
CR_MTI,5,300,0.5,382900.0,0.38290000000000013,0.0007666575000000033,140,0,140,0,0.0,382.9,0.3829,0.3836666575000001,2.142857142857143,1278.888858333334,0.31339775398276315,783.4943849569078,0.14690596315675006,1.0
CPT,5,300,0.5,136222.5,0.13622250000000036,0.00020953125000000092,172,88,31,53,0.5116279069767442,136.2225,0.1362225,0.13643203125000036,1.744186046511628,454.77343750000114,0.8809117436546826,2202.2793591367067,0.018585112376953174,0.18023255813953487
ECUMI,5,300,0.5,150057.5,0.15005749999999937,0.00023332125000000132,217,40,42,135,0.18433179723502305,150.0575,0.1500575,0.15029082124999937,1.3824884792626728,500.96940416666456,0.7996934508438431,1999.2336271096078,0.022552264909721783,0.1935483870967742
ISMTI,5,300,0.5,90577.5,0.09057750000000003,0.00036172124999999994,21,1,19,1,0.047619047619047616,90.5775,0.0905775,0.09093922125000004,14.285714285714286,303.1307375000001,1.3248323259087522,3312.0808147718803,0.008237047312771879,0.9047619047619048
LODS_MTI,5,300,0.5,44550.0,0.04454999999999999,0.0001650825,5,0,5,0,0.0,44.55,0.04455,0.04471508249999999,60.0,149.05027499999997,2.6936026936026938,6734.006734006734,0.0019920569253749996,1.0
LODS_MTI_128b,5,300,0.5,59237.5,0.059237500000000005,0.00014697375,10,0,10,0,0.0,59.2375,0.0592375,0.05938447375000001,30.0,197.94824583333335,2.0257438278117745,5064.359569529437,0.0035177877637656255,1.0
CT_MTI,28,700,0.5,439350.0,0.43934999999999985,0.0016199040000000095,435,183,252,0,0.4206896551724138,439.35,0.43935,0.44096990399999986,1.6091954022988506,629.9570057142855,0.6373051098213269,1593.2627745533173,0.19374012732239995,0.5793103448275863
CR_MTI,28,700,0.5,1156905.0,1.1569050000000034,0.004626090000000033,423,1,422,0,0.002364066193853428,1156.905,1.156905,1.1615310900000035,1.6548463356973995,1659.3301285714338,0.24202505823727966,605.062645593199,1.3437811256764542,0.9976359338061466
CPT,28,700,0.5,347925.0,0.3479250000000039,0.001229864999999993,443,228,61,154,0.5146726862302483,347.925,0.347925,0.3491548650000039,1.580135440180587,498.7926642857199,0.8047711432061507,2011.927858015377,0.12147970640512636,0.13769751693002258
ECUMI,28,700,0.5,356225.0,0.3562250000000029,0.0012660025000000154,525,79,101,345,0.15047619047619049,356.225,0.356225,0.35749100250000293,1.3333333333333333,510.7014321428613,0.7860200715839708,1965.0501789599268,0.12734723236556356,0.19238095238095237
ISMTI,28,700,0.5,148710.0,0.14871,0.0010151074499999998,33,0,32,1,0.0,148.71,0.14871,0.14972510745,21.21212121212121,213.89301064285715,1.8828592562705937,4707.148140676484,0.0222656207288895,0.9696969696969697
LODS_MTI,28,700,0.5,102010.0,0.10200999999999999,0.0005949905,11,0,11,0,0.0,102.01,0.10201,0.10260499049999999,63.63636363636363,146.57855785714287,2.7448289383393782,6862.072345848446,0.010466735080905,1.0
LODS_MTI_128b,28,700,0.5,134295.0,0.13429500000000003,0.000607692,22,0,22,0,0.0,134.295,0.134295,0.13490269200000002,31.818181818181817,192.71813142857144,2.0849622100599428,5212.405525149857,0.018116757022140002,1.0
