TOTAL_TAGS,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
100,0.5080645161290323,0.0055272108843537416,0.3865689349004735,0.12808219178082192,0.056694065738183384,0.0,0.0625
150,0.5087209302325582,0.0019642857142857144,0.41458152257982156,0.11880952380952381,0.028988637459032195,0.0,0.0
200,0.50859375,0.003475765306122449,0.4184171024063817,0.12359550561797752,0.02456962151756202,0.0125,0.007142857142857143
250,0.5115384615384615,0.004814425770308123,0.41579858480896925,0.1375,0.02975237029837245,0.0,0.0
300,0.5043604651162791,0.0023809523809523807,0.40736613783202147,0.1436635944700461,0.025392768653924258,0.0,0.0
350,0.497972972972973,0.00502025462962963,0.41692164557920597,0.1118380062305296,0.027426660296225515,0.0,0.0
400,0.4986220472440944,0.005814961787184009,0.410000253164315,0.11001362397820165,0.026287208162208163,0.0,0.0
450,0.4992217898832685,0.0040340608465608465,0.4175966011910687,0.15919452887537994,0.023987594381990933,0.053125,0.02845238095238095
500,0.5036821705426358,0.00312062324929972,0.4196933645223755,0.14292328042328042,0.009469771448219724,0.0,0.0
550,0.501010101010101,0.004432110682110682,0.42444315904070395,0.15935207823960879,0.02041160372194855,0.0,0.005555555555555555
600,0.49941860465116283,0.0026240079365079366,0.42381890694732494,0.14765446224256293,0.009000501646709852,0.0,0.0
650,0.5052030456852792,0.004182224025974026,0.42194424759938964,0.1436023622047244,0.02288617754136018,0.004545454545454545,0.0023809523809523807
700,0.49604966139954854,0.004861111111111111,0.418498178746992,0.1451904761904762,0.004011944037145649,0.0,0.0
750,0.4974645030425964,0.0032529761904761907,0.41416507225310123,0.06489490703314471,0.004904306220095694,0.0,0.0
800,0.4978346456692913,0.0032583774250440913,0.4089528526263583,0.16264906303236798,0.013690922098476652,0.0,0.0
850,0.50859375,0.004065719855193539,0.4086857648841514,0.16901088929219601,0.006967716261009979,0.0017857142857142857,0.0009259259259259259
900,0.50107421875,0.00410813492063492,0.4096817547798162,0.1585139318885449,0.0075339672379146055,0.013333333333333332,0.006927339901477833
950,0.4979651162790698,0.004652777777777778,0.40761520197350104,0.1724887556221889,0.0031459137709137714,0.0,0.0
1000,0.49711538461538457,0.0031027896233120113,0.40577330416897334,0.16549618320610687,0.011769086307515123,0.0,0.00234375
