TOTAL_TAGS,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
100,0.14919354838709678,0.9924957482993196,0.6134310650995265,0.2123287671232877,0.8703376584874347,1.0,0.925
150,0.1816860465116279,0.9976190476190476,0.5854184774201785,0.22000000000000003,0.9129031354511314,1.0,1.0
200,0.136328125,0.9960034013605442,0.5815828975936184,0.17092696629213483,0.9207069719486851,0.9875,0.9928571428571429
250,0.225,0.9947303921568628,0.5842014151910307,0.20513157894736844,0.919421882493376,1.0,1.0
300,0.18386627906976744,0.9974107142857143,0.5926338621679785,0.21428571428571427,0.9267308975172062,1.0,1.0
350,0.14515765765765765,0.9948309358465609,0.583078354420794,0.16830218068535824,0.9301607045784234,1.0,1.0
400,0.14438976377952756,0.9937286890064667,0.589999746835685,0.16914168937329702,0.9306458221729962,1.0,1.0
450,0.18813229571984436,0.9951061507936508,0.5824033988089313,0.20425531914893616,0.9339736924397719,0.903125,0.9482142857142858
500,0.2326550387596899,0.9965642507002801,0.5803066354776245,0.20462962962962963,0.9533854045832634,1.0,1.0
550,0.21245791245791246,0.9951777670527671,0.575556840959296,0.20831295843520783,0.9437990805014929,1.0,0.9930555555555556
600,0.18633720930232558,0.9970982142857142,0.5761810930526751,0.21498855835240277,0.9562795425269293,1.0,1.0
650,0.15983502538071065,0.9955945616883117,0.5780557524006104,0.19650590551181102,0.9420626558701469,0.9954545454545455,0.9976190476190476
700,0.14700902934537247,0.9947969436001352,0.581501821253008,0.20304761904761906,0.9655677636792813,1.0,1.0
750,0.1315922920892495,0.9961805555555555,0.5858349277468988,0.09244139046079224,0.9646253362907806,1.0,1.0
800,0.14478346456692914,0.9962520208700765,0.5910471473736417,0.20583475298126067,0.9566942334419146,1.0,1.0
850,0.1607421875,0.9955557296017823,0.5913142351158486,0.23688747731397458,0.9621391906186829,0.9982142857142857,0.999074074074074
900,0.188916015625,0.9950486111111111,0.5903182452201838,0.2112229102167183,0.9656747493914013,0.9783333333333333,0.9886368819558475
950,0.2112887596899225,0.9948922681051589,0.5923847980264989,0.2134182908545727,0.9698728518752302,1.0,1.0
1000,0.23221153846153847,0.9961131840796019,0.5942266958310267,0.23309160305343513,0.9631665373919824,1.0,0.99765625
