TOTAL_TAGS,GS=12,GS=16,GS=24,GS=32,GS=4,GS=48,GS=64,GS=8
100,4.25163375e-05,4.13600625e-05,4.3000065000000006e-05,4.02125625e-05,5.7557700000000006e-05,3.9614849999999996e-05,3.9614849999999996e-05,3.9214575e-05
200,0.00013179453749999993,0.00012151552499999998,0.00012852337499999998,0.00010539202499999999,0.00022006979999999982,0.000112456215,0.000112456215,0.00013179453749999993
300,0.00028241122500000007,0.0002454912,0.0002454912,0.000198432,0.00048765330000000043,0.00019354545,0.00019354545,0.00028493280000000006
400,0.0004890650624999994,0.00040827239999999986,0.00040827239999999986,0.00031435379999999996,0.0008603081999999995,0.0003358654875,0.0003358654875,0.0004890650624999994
500,0.0007537898699999991,0.0006206919750000002,0.00061182765,0.0004552015500000002,0.001338046200000003,0.0004552015500000002,0.0004552015500000002,0.000757583437499999
600,0.001073415712499999,0.0008662888125000008,0.0008563401000000007,0.0006209640000000001,0.001920860100000006,0.0006209640000000001,0.0006209640000000001,0.001073415712499999
700,0.0014501114999999989,0.0011586186000000001,0.0011586186000000001,0.0008116591500000004,0.002608739099999993,0.0008116591500000004,0.0008116591500000004,0.0014573590874999987
800,0.001884675600000004,0.0014868251999999994,0.0014868251999999994,0.0010272599999999997,0.0034016957999999957,0.0010272599999999997,0.0010272599999999997,0.001884675600000004
900,0.002391432794999998,0.0018724047749999982,0.001875381277499998,0.0012838169249999997,0.0042997320000000075,0.0012908451824999996,0.0012908451824999996,0.002384069624999998
1000,0.0029230211249999883,0.0022833224999999984,0.002268646694999999,0.0015496802999999996,0.0053025551999999684,0.0015330806999999996,0.0015330806999999996,0.0029230211249999883
