Round,Adaptive,Fixed-Fast,Fixed-Robust
1,0.0793025,0.07318000000000001,0.14656
2,0.0793025,0.07318000000000001,0.14656
3,0.0793025,0.07318000000000001,0.14656
4,0.0793025,0.07318000000000001,0.14656
5,0.0793025,0.07318000000000001,0.14656
6,0.0793025,0.07318000000000001,0.14656
7,0.0793025,0.07318000000000001,0.14656
8,0.0793025,0.07318000000000001,0.14656
9,0.0793025,0.07318000000000001,0.14656
10,0.0793025,0.07318000000000001,0.14656
11,0.0793025,0.07318000000000001,0.14656
12,0.0793025,0.07318000000000001,0.14656
13,0.0793025,0.07318000000000001,0.14656
14,0.0793025,0.07318000000000001,0.14656
15,0.0793025,0.07318000000000001,0.14656
16,0.0793025,0.07318000000000001,0.14656
17,0.0793025,0.07318000000000001,0.14656
18,0.0793025,0.07318000000000001,0.14656
19,0.0793025,0.07318000000000001,0.14656
20,0.0793025,0.07318000000000001,0.14656
21,0.0793025,0.07318000000000001,0.14656
22,0.0793025,0.07318000000000001,0.14656
23,0.0793025,0.07318000000000001,0.14656
24,0.0793025,0.07318000000000001,0.14656
25,0.0793025,0.07318000000000001,0.14656
26,0.0793025,0.07318000000000001,0.14656
27,0.0793025,0.07318000000000001,0.14656
28,0.0793025,0.07318000000000001,0.14656
29,0.0793025,0.07318000000000001,0.14656
30,0.0793025,0.07318000000000001,0.14656
31,0.0793025,0.07318000000000001,0.14656
32,0.0793025,0.07318000000000001,0.14656
33,0.0793025,0.07318000000000001,0.14656
34,0.0793025,0.07318000000000001,0.14656
35,0.0793025,0.07318000000000001,0.14656
36,0.0793025,0.07318000000000001,0.14656
37,0.0793025,0.07318000000000001,0.14656
38,0.0793025,0.07318000000000001,0.14656
39,0.0793025,0.07318000000000001,0.14656
40,0.0793025,0.07318000000000001,0.14656
41,0.0793025,0.07318000000000001,0.14656
42,0.0793025,0.07318000000000001,0.14656
43,0.0793025,0.07318000000000001,0.14656
44,0.0793025,0.07318000000000001,0.14656
45,0.0793025,0.07318000000000001,0.14656
46,0.0793025,0.07318000000000001,0.14656
47,0.0793025,0.07318000000000001,0.14656
48,0.0793025,0.07318000000000001,0.14656
49,0.0793025,0.07318000000000001,0.14656
50,0.0793025,0.07318000000000001,0.14656
51,0.0793025,0.07318000000000001,0.14656
52,0.0793025,0.07318000000000001,0.14656
53,0.0793025,0.07318000000000001,0.14656
54,0.0793025,0.07318000000000001,0.14656
55,0.0793025,0.07318000000000001,0.14656
56,0.0793025,0.07318000000000001,0.14656
57,0.0793025,0.07318000000000001,0.14656
58,0.0793025,0.07318000000000001,0.14656
59,0.0793025,0.07318000000000001,0.14656
60,0.0793025,0.07318000000000001,0.14656
61,0.0793025,0.07318000000000001,0.14656
62,0.0793025,0.07318000000000001,0.14656
63,0.0793025,0.07318000000000001,0.14656
64,0.0793025,0.07318000000000001,0.14656
65,0.0793025,0.07318000000000001,0.14656
