algorithm_name,run_id,Round,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Time_ms,Recall,Env_Severity,Real_BER,total_time_ms,total_time_s,total_energy_j,edp,collision_rate
Fixed-Fast,0,56,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9949647532729103,1,0.0024471741852423235,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,55,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9979919678714859,1,0.0015708419435684464,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,55,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.0015708419435684464,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,57,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9929292929292929,1,0.003511175705587427,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,58,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9898580121703854,1,0.004758647376699021,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,56,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9979859013091642,1,0.0024471741852423235,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,57,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9929292929292929,1,0.003511175705587427,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,57,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.003511175705587427,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,58,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9939148073022313,1,0.004758647376699021,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,56,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.0024471741852423235,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,59,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9857433808553971,1,0.006184665997806821,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,58,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.004758647376699021,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,59,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9918533604887984,1,0.006184665997806821,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,60,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9948822927328557,1,0.007783603724899247,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,61,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.977366255144033,1,0.009549150281252628,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,59,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.006184665997806821,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,62,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9813664596273292,1,0.011474337861210538,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,60,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.984646878198567,1,0.007783603724899247,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,61,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.98559670781893,1,0.009549150281252628,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,60,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.007783603724899247,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,61,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.009549150281252628,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,63,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9770833333333333,1,0.013551568628929422,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,62,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9824016563146998,1,0.011474337861210538,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,62,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9989648033126294,1,0.011474337861210538,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,63,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.96875,1,0.013551568628929422,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,64,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9590766002098636,1,0.01577264470356557,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,64,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9674711437565582,1,0.01577264470356557,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,63,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.013551568628929422,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,65,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9608879492600423,1,0.018128800512565515,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,64,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.01577264470356557,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,66,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9616613418530351,1,0.02061073738537634,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,65,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9682875264270613,1,0.018128800512565515,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,66,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9637912673056444,1,0.02061073738537634,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,67,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9645542427497314,1,0.023208660251050173,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,66,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.02061073738537634,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,65,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9978858350951374,1,0.018128800512565515,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,67,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9538131041890441,1,0.023208660251050173,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,68,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9404117009750813,1,0.02591231629491424,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,67,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9946294307196563,1,0.023208660251050173,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,68,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9512459371614301,1,0.02591231629491424,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,69,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9420131291028446,1,0.02871103542174637,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,68,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9967497291440953,1,0.02591231629491424,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,69,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9442013129102844,1,0.02871103542174637,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,70,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9326710816777042,1,0.0315937723657661,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,69,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9945295404814004,1,0.02871103542174637,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,71,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9342251950947603,1,0.034549150281252626,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,70,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9492273730684326,1,0.0315937723657661,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,70,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9911699779249448,1,0.0315937723657661,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,71,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9420289855072463,1,0.034549150281252626,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,72,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9245495495495496,1,0.037565505641757264,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,71,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9933110367892977,1,0.034549150281252626,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,73,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9203640500568828,1,0.040630934270713764,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,73,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9328782707622298,1,0.040630934270713764,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,72,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9290540540540541,1,0.037565505641757264,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,74,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9171461449942463,1,0.043733338321784776,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,72,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9943693693693694,1,0.037565505641757264,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,73,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9840728100113766,1,0.040630934270713764,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,75,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9093023255813953,1,0.046860474023534326,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,74,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9321058688147296,1,0.043733338321784776,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,74,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9953970080552359,1,0.043733338321784776,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,75,91825.0,0.091825,0.0,10,0,10,0,0.0,91.825,0.9465116279069767,1,0.046860474023534326,91.825,0.091825,0.091825,0.008431830625000001,1.0
Fixed-Fast,0,76,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8848413631022327,1,0.049999999999999996,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,75,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9825581395348837,1,0.046860474023534326,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,77,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8834720570749108,1,0.05313952597646568,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,76,104070.0,0.10406999999999998,0.0,12,0,12,0,0.0,104.07,0.9130434782608695,1,0.049999999999999996,104.07,0.10407,0.10406999999999998,0.010830564899999997,1.0
Fixed-Fast,0,78,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8894230769230769,1,0.056266661678215216,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,76,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9894242068155111,1,0.049999999999999996,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,77,88625.0,0.08862500000000001,0.0,10,0,10,0,0.0,88.625,0.9120095124851367,1,0.05313952597646568,88.625,0.088625,0.08862500000000001,0.007854390625,1.0
Fixed-Fast,0,79,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8819951338199513,1,0.059369065729286234,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,77,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9785969084423306,1,0.05313952597646568,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,78,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9867788461538461,1,0.056266661678215216,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,80,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8683886838868389,1,0.06243449435824275,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,78,116592.5,0.1165925,0.0,13,0,13,0,0.0,116.5925,0.9387019230769231,1,0.056266661678215216,116.5925,0.1165925,0.1165925,0.01359381105625,1.0
Fixed-Robust,0,79,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9841849148418491,1,0.059369065729286234,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,79,113392.5,0.1133925,0.0,13,0,13,0,0.0,113.3925,0.9294403892944039,1,0.059369065729286234,113.3925,0.1133925,0.1133925,0.012857859056249999,1.0
Fixed-Fast,0,81,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8594527363184079,1,0.06545084971874736,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,80,116592.5,0.1165925,0.0,13,0,13,0,0.0,116.5925,0.942189421894219,1,0.06243449435824275,116.5925,0.1165925,0.1165925,0.01359381105625,1.0
Fixed-Robust,0,80,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.981549815498155,1,0.06243449435824275,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,81,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.972636815920398,1,0.06545084971874736,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,82,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8742138364779874,1,0.06840622763423389,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,83,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8424396442185514,1,0.07128896457825364,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,82,122715.0,0.12271499999999999,0.0,14,0,14,0,0.0,122.715,0.9333333333333333,1,0.06840622763423389,122.715,0.122715,0.12271499999999999,0.015058971224999999,1.0
Adaptive,0,81,144560.0,0.14456,0.0,16,0,16,0,0.0,144.56,0.972636815920398,1,0.06545084971874736,144.56,0.14456,0.14456,0.020897593599999997,1.0
Adaptive,0,83,137237.5,0.13723749999999998,0.0,15,0,15,0,0.0,137.2375,0.9580686149936467,1,0.07128896457825364,137.2375,0.1372375,0.13723749999999998,0.01883413140625,1.0
Fixed-Robust,0,82,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9723270440251572,1,0.06840622763423389,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,84,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8277634961439588,1,0.07408768370508577,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,85,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8350649350649351,1,0.07679133974894986,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,83,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9707750952986023,1,0.07128896457825364,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,84,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.974293059125964,1,0.07408768370508577,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,84,137237.5,0.13723749999999998,0.0,15,0,15,0,0.0,137.2375,0.9652956298200515,1,0.07408768370508577,137.2375,0.1372375,0.13723749999999998,0.01883413140625,1.0
Fixed-Fast,0,87,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8291390728476821,1,0.08187119948743449,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,86,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8569553805774278,1,0.07938926261462365,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,85,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9675324675324676,1,0.07679133974894986,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,85,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9727272727272728,1,0.07679133974894986,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,87,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9655629139072848,1,0.08187119948743449,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,86,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9645669291338582,1,0.07938926261462365,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,88,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8435828877005348,1,0.08422735529643444,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,86,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.968503937007874,1,0.07938926261462365,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,87,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9615894039735099,1,0.08187119948743449,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,89,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8178137651821862,1,0.08644843137107057,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,88,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9532085561497327,1,0.08422735529643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,88,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9692513368983957,1,0.08422735529643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,90,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8503401360544217,1,0.08852566213878946,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,91,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8203017832647462,1,0.09045084971874738,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,89,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9568151147098516,1,0.08644843137107057,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,89,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9581646423751687,1,0.08644843137107057,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,90,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9537414965986395,1,0.08852566213878946,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,90,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9605442176870749,1,0.08852566213878946,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,91,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9574759945130316,1,0.09045084971874738,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,91,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9547325102880658,1,0.09045084971874738,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,92,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.819060773480663,1,0.09221639627510075,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,93,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.7927677329624478,1,0.09381533400219318,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,94,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8251748251748252,1,0.09524135262330097,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,92,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9585635359116023,1,0.09221639627510075,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,92,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9640883977900553,1,0.09221639627510075,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,93,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9499304589707928,1,0.09381533400219318,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,95,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8241912798874824,1,0.09648882429441258,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,93,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9374130737134909,1,0.09381533400219318,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,94,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9496503496503497,1,0.09524135262330097,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,94,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.965034965034965,1,0.09524135262330097,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,95,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9409282700421941,1,0.09648882429441258,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,96,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.78954802259887,1,0.09755282581475769,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,95,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9535864978902954,1,0.09648882429441258,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,97,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8482269503546099,1,0.09842915805643156,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,96,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9562146892655368,1,0.09755282581475769,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,96,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9364406779661016,1,0.09755282581475769,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,98,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8435277382645804,1,0.09911436253643445,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,97,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9645390070921985,1,0.09842915805643156,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,97,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9546099290780142,1,0.09842915805643156,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,99,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.7905982905982906,1,0.0996057350657239,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,98,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9431009957325747,1,0.09911436253643445,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,98,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9502133712660028,1,0.09911436253643445,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,100,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.7917261055634808,1,0.09990133642141358,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,99,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9444444444444444,1,0.0996057350657239,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,100,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.948644793152639,1,0.09990133642141358,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,99,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9458689458689459,1,0.0996057350657239,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,101,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8085714285714286,1,0.1,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,102,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.7960057061340942,1,0.09990133642141358,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,100,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9529243937232525,1,0.09990133642141358,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,101,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9342857142857143,1,0.1,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,101,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9457142857142857,1,0.1,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,103,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8091168091168092,1,0.0996057350657239,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,102,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9529243937232525,1,0.09990133642141358,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,102,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9457917261055635,1,0.09990133642141358,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,104,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.813655761024182,1,0.09911436253643444,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,103,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9558404558404558,1,0.0996057350657239,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,105,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8028368794326242,1,0.09842915805643156,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,103,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9487179487179487,1,0.0996057350657239,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,104,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9487908961593172,1,0.09911436253643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,106,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.7980225988700564,1,0.09755282581475769,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,104,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9516358463726885,1,0.09911436253643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
