algorithm_name,run_id,Round,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Time_ms,Recall,Env_Severity,Real_BER,total_time_ms,total_time_s,total_energy_j,edp,collision_rate
Fixed-Robust,0,105,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9560283687943263,1,0.09842915805643156,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,107,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8073136427566807,1,0.09648882429441258,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,105,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.948936170212766,1,0.09842915805643156,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,108,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8181818181818182,1,0.09524135262330098,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,106,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9533898305084746,1,0.09755282581475769,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,106,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.96045197740113,1,0.09755282581475769,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,107,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9578059071729957,1,0.09648882429441258,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,107,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9493670886075949,1,0.09648882429441258,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,109,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8136300417246175,1,0.09381533400219318,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,108,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9482517482517483,1,0.09524135262330098,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,108,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9552447552447553,1,0.09524135262330098,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,110,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8287292817679558,1,0.09221639627510077,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,111,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8463648834019204,1,0.0904508497187474,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,109,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9694019471488178,1,0.09381533400219318,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,109,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9680111265646731,1,0.09381533400219318,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,110,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9599447513812155,1,0.09221639627510077,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,110,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9544198895027625,1,0.09221639627510077,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,111,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9547325102880658,1,0.0904508497187474,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,112,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8299319727891157,1,0.08852566213878947,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,111,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9629629629629629,1,0.0904508497187474,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,113,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8218623481781376,1,0.0864484313710706,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,112,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9619047619047619,1,0.08852566213878947,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,112,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9482993197278912,1,0.08852566213878947,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,114,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8221925133689839,1,0.08422735529643444,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,113,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9649122807017544,1,0.0864484313710706,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,115,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8370860927152318,1,0.08187119948743449,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,113,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9541160593792173,1,0.0864484313710706,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,114,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.963903743315508,1,0.08422735529643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,114,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9679144385026738,1,0.08422735529643444,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,116,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8307086614173228,1,0.07938926261462367,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,115,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9642384105960264,1,0.08187119948743449,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,115,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9774834437086093,1,0.08187119948743449,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,117,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8649350649350649,1,0.07679133974894982,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,118,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8650385604113111,1,0.07408768370508577,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,116,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9711286089238845,1,0.07938926261462367,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,116,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9658792650918635,1,0.07938926261462367,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,117,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9727272727272728,1,0.07679133974894982,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,117,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.964935064935065,1,0.07679133974894982,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,119,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8678526048284625,1,0.07128896457825361,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,118,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9704370179948586,1,0.07408768370508577,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,120,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8716981132075472,1,0.0684062276342339,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,118,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9717223650385605,1,0.07408768370508577,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,120,119792.5,0.1197925,0.0,13,0,13,0,0.0,119.7925,0.939622641509434,1,0.0684062276342339,119.7925,0.1197925,0.1197925,0.01435024305625,1.0
Adaptive,0,119,144560.0,0.14456,0.0,16,0,16,0,0.0,144.56,0.9758576874205845,1,0.07128896457825361,144.56,0.14456,0.14456,0.020897593599999997,1.0
Fixed-Robust,0,119,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9695044472681067,1,0.07128896457825361,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,121,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8619402985074627,1,0.06545084971874737,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,120,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9735849056603774,1,0.0684062276342339,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,122,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8794587945879458,1,0.06243449435824272,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,121,130837.5,0.1308375,0.0,15,0,15,0,0.0,130.8375,0.9490049751243781,1,0.06545084971874737,130.8375,0.1308375,0.1308375,0.01711845140625,1.0
Fixed-Robust,0,121,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9751243781094527,1,0.06545084971874737,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,122,88625.0,0.088625,0.0,10,0,10,0,0.0,88.625,0.931119311193112,1,0.06243449435824272,88.625,0.088625,0.088625,0.007854390624999999,1.0
Fixed-Fast,0,123,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8686131386861314,1,0.059369065729286234,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,122,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.981549815498155,1,0.06243449435824272,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,124,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8858173076923077,1,0.056266661678215237,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,123,91825.0,0.091825,0.0,10,0,10,0,0.0,91.825,0.902676399026764,1,0.059369065729286234,91.825,0.091825,0.091825,0.008431830625000001,1.0
Fixed-Robust,0,123,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9817518248175182,1,0.059369065729286234,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,124,87425.0,0.08742499999999999,0.0,10,0,10,0,0.0,87.425,0.8990384615384616,1,0.056266661678215237,87.425,0.087425,0.08742499999999999,0.007643130624999999,1.0
Fixed-Robust,0,124,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9807692307692307,1,0.056266661678215237,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,125,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8810939357907254,1,0.053139525976465665,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,126,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.8905882352941177,1,0.05000000000000002,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,125,110192.5,0.1101925,0.0,13,0,13,0,0.0,110.1925,0.9131985731272295,1,0.053139525976465665,110.1925,0.1101925,0.1101925,0.01214238705625,1.0
Fixed-Fast,0,127,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9174418604651163,1,0.04686047402353436,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,126,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9047058823529411,1,0.05000000000000002,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,125,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.985731272294887,1,0.053139525976465665,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,127,82502.5,0.0825025,0.0,9,0,9,0,0.0,82.5025,0.9104651162790698,1,0.04686047402353436,82.5025,0.0825025,0.0825025,0.006806662506250001,1.0
Fixed-Robust,0,126,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9858823529411764,1,0.05000000000000002,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,128,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9228998849252014,1,0.04373333832178479,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,128,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9102416570771001,1,0.04373333832178479,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,129,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.931740614334471,1,0.04063093427071379,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,127,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9965116279069768,1,0.04686047402353436,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,130,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9346846846846847,1,0.03756550564175726,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,129,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9294653014789533,1,0.04063093427071379,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,128,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9861910241657077,1,0.04373333832178479,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,131,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.935340022296544,1,0.03454915028125264,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,129,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9829351535836177,1,0.04063093427071379,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,130,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9245495495495496,1,0.03756550564175726,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,130,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9932432432432432,1,0.03756550564175726,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,132,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9304635761589404,1,0.031593772365766125,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,132,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9337748344370861,1,0.031593772365766125,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,131,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9409141583054627,1,0.03454915028125264,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,131,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9955406911928651,1,0.03454915028125264,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,133,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9507658643326039,1,0.02871103542174641,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,132,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9977924944812362,1,0.031593772365766125,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,133,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9409190371991247,1,0.02871103542174641,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,134,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.942578548212351,1,0.02591231629491422,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,135,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9377013963480129,1,0.023208660251050162,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,133,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9934354485776805,1,0.02871103542174641,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,134,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9469122426868906,1,0.02591231629491422,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,134,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9934994582881906,1,0.02591231629491422,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,135,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.949516648764769,1,0.023208660251050162,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,136,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9595314164004259,1,0.020610737385376356,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,137,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.96723044397463,1,0.018128800512565536,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,135,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9978517722878625,1,0.023208660251050162,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,136,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9584664536741214,1,0.020610737385376356,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,138,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9769150052465897,1,0.015772644703565604,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,137,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9640591966173362,1,0.018128800512565536,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,136,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9968051118210862,1,0.020610737385376356,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,137,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9968287526427061,1,0.018128800512565536,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,139,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9697916666666667,1,0.01355156862892944,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,138,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9695697796432319,1,0.015772644703565604,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,140,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.968944099378882,1,0.011474337861210533,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,138,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9968520461699895,1,0.015772644703565604,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,139,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9760416666666667,1,0.01355156862892944,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,141,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9753086419753086,1,0.009549150281252633,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,139,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.01355156862892944,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,140,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9720496894409938,1,0.011474337861210533,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,141,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.98559670781893,1,0.009549150281252633,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,142,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9897645854657113,1,0.007783603724899263,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,140,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9989648033126294,1,0.011474337861210533,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,141,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,0.9989711934156379,1,0.009549150281252633,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,142,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9877175025588536,1,0.007783603724899263,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,143,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9857433808553971,1,0.006184665997806843,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,142,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.007783603724899263,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,144,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9918864097363083,1,0.004758647376699033,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,143,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9918533604887984,1,0.006184665997806843,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,145,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9919191919191919,1,0.003511175705587427,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,143,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.006184665997806843,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,144,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9979716024340771,1,0.004758647376699033,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,146,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.9969788519637462,1,0.0024471741852423235,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,145,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9939393939393939,1,0.003511175705587427,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,144,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.004758647376699033,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,146,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9899295065458208,1,0.0024471741852423235,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,145,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.003511175705587427,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,147,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.998995983935743,1,0.0015708419435684518,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,147,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9969879518072289,1,0.0015708419435684518,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,146,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.0024471741852423235,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,148,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.996993987975952,1,0.000885637463565564,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,149,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,0.997997997997998,1,0.0003942649342761118,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,148,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,0.9979959919839679,1,0.000885637463565564,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,147,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.0015708419435684518,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Robust,0,148,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.000885637463565564,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,149,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,1,0.0003942649342761118,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,149,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,0.0003942649342761118,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,150,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,1,9.866357858642206e-05,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,151,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,151,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,150,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,1,9.866357858642206e-05,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,150,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,1,9.866357858642206e-05,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,152,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Adaptive,0,152,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,151,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,0,0.0,146.56,0.14656,0.14656,0.021479833599999998,1.0
Fixed-Fast,0,153,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Fast,0,154,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,152,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,0,0.0,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,153,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,155,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,153,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,0,0.0,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,154,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Fast,0,156,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,73.18,1.0,0,0.0,73.18,0.07318,0.07318000000000001,0.0053553124,1.0
Fixed-Robust,0,154,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,0,0.0,146.56,0.14656,0.14656,0.021479833599999998,1.0
Adaptive,0,155,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Adaptive,0,156,79302.5,0.0793025,0.0,9,0,9,0,0.0,79.3025,1.0,0,0.0,79.3025,0.0793025,0.0793025,0.00628888650625,1.0
Fixed-Robust,0,155,146560.0,0.14656,0.0,16,0,16,0,0.0,146.56,1.0,0,0.0,146.56,0.14656,0.14656,0.021479833599999998,1.0
