Round,Adaptive,Fixed-Fast,Fixed-Robust
111,0.0904508497187474,0.0904508497187474,0.0904508497187474
112,0.08852566213878947,0.08852566213878947,0.08852566213878947
113,0.0864484313710706,0.0864484313710706,0.0864484313710706
114,0.08422735529643444,0.08422735529643444,0.08422735529643444
115,0.08187119948743449,0.08187119948743449,0.08187119948743449
116,0.07938926261462367,0.07938926261462367,0.07938926261462367
117,0.07679133974894982,0.07679133974894982,0.07679133974894982
118,0.07408768370508577,0.07408768370508577,0.07408768370508577
119,0.07128896457825361,0.07128896457825361,0.07128896457825361
120,0.0684062276342339,0.0684062276342339,0.0684062276342339
121,0.06545084971874737,0.06545084971874737,0.06545084971874737
122,0.06243449435824272,0.06243449435824272,0.06243449435824272
123,0.059369065729286234,0.059369065729286234,0.059369065729286234
124,0.056266661678215237,0.056266661678215237,0.056266661678215237
125,0.053139525976465665,0.053139525976465665,0.053139525976465665
126,0.05000000000000002,0.05000000000000002,0.05000000000000002
127,0.04686047402353436,0.04686047402353436,0.04686047402353436
128,0.04373333832178479,0.04373333832178479,0.04373333832178479
129,0.04063093427071379,0.04063093427071379,0.04063093427071379
130,0.03756550564175726,0.03756550564175726,0.03756550564175726
131,0.03454915028125264,0.03454915028125264,0.03454915028125264
132,0.031593772365766125,0.031593772365766125,0.031593772365766125
133,0.02871103542174641,0.02871103542174641,0.02871103542174641
134,0.02591231629491422,0.02591231629491422,0.02591231629491422
135,0.023208660251050162,0.023208660251050162,0.023208660251050162
136,0.020610737385376356,0.020610737385376356,0.020610737385376356
137,0.018128800512565536,0.018128800512565536,0.018128800512565536
138,0.015772644703565604,0.015772644703565604,0.015772644703565604
139,0.01355156862892944,0.01355156862892944,0.01355156862892944
140,0.011474337861210533,0.011474337861210533,0.011474337861210533
141,0.009549150281252633,0.009549150281252633,0.009549150281252633
142,0.007783603724899263,0.007783603724899263,0.007783603724899263
143,0.006184665997806843,0.006184665997806843,0.006184665997806843
144,0.004758647376699033,0.004758647376699033,0.004758647376699033
145,0.003511175705587427,0.003511175705587427,0.003511175705587427
146,0.0024471741852423235,0.0024471741852423235,0.0024471741852423235
147,0.0015708419435684518,0.0015708419435684518,0.0015708419435684518
148,0.000885637463565564,0.000885637463565564,0.000885637463565564
149,0.0003942649342761118,0.0003942649342761118,0.0003942649342761118
150,9.866357858642206e-05,9.866357858642206e-05,9.866357858642206e-05
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
