TOTAL_TAGS,LODS-MTI (Arbitrary K),LODS-MTI (Power-of-2)
100,0.0,0.016666666666666666
150,0.0,0.11000000000000001
200,0.025,0.025
250,0.0,0.07857142857142857
300,0.0,0.03571428571428571
350,0.0,0.09444444444444444
400,0.0,0.0
450,0.06875,0.06875
500,0.0,0.035
550,0.0,0.0590909090909091
600,0.0,0.00909090909090909
650,0.0,0.0375
700,0.0,0.02142857142857143
750,0.0,0.06999999999999999
800,0.0,0.0
850,0.0,0.03333333333333333
900,0.01,0.01
950,0.0,0.03611111111111111
1000,0.0,0.0
