algorithm_name,run_id,TOTAL_TAGS,Drift_Rate,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Goodput,Drift_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
ECUMI,0,1000,0.002,503985.0,0.5039850000000097,0.0,731,133,138,460,0.18194254445964433,1.0,992.0930186414278,0.2,503.985,0.503985,0.5039850000000097,1.3679890560875514,503.9850000000097,0.7936744149131423,1984.1860372828555,0.2540008802250049,0.18878248974008208
LODS-MTI (Adaptive),1,1000,0.002,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,1.0,2623.157232044489,0.2,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),1,1000,0.002,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.986,6736.813336977317,0.2,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CPT,0,1000,0.002,409447.5,0.4094475000000062,0.0,514,250,125,139,0.48638132295719844,1.0,1221.1577796909248,0.2,409.4475,0.4094475,0.4094475000000062,1.9455252918287937,409.4475000000062,0.97692622375274,2442.3155593818497,0.16764725525625254,0.24319066147859922
ECUMI,1,1000,0.002,503615.0,0.5036150000000099,0.0,731,119,151,461,0.16279069767441862,1.0,992.8218976797751,0.2,503.615,0.503615,0.5036150000000099,1.3679890560875514,503.6150000000099,0.7942575181438202,1985.6437953595503,0.253628068225005,0.20656634746922026
CTMTI,1,1000,0.002,615090.0,0.615090000000008,0.0,609,243,366,0,0.39901477832512317,1.0,812.8891706904681,0.2,615.09,0.61509,0.615090000000008,1.6420361247947455,615.090000000008,0.6503113365523744,1625.7783413809361,0.37833570810000494,0.6009852216748769
ISMTI,1,1000,0.002,192840.0,0.19284000000000012,0.0,43,0,41,2,0.0,1.0,2592.823065753993,0.2,192.84,0.19284,0.19284000000000012,23.25581395348837,192.84000000000012,2.0742584526031944,5185.646131507986,0.037187265600000026,0.9534883720930233
CPT,1,1000,0.002,410897.5,0.4108975000000063,0.0,514,270,115,129,0.5252918287937743,1.0,1216.8484841110007,0.2,410.8975,0.4108975,0.4108975000000063,1.9455252918287937,410.8975000000063,0.9734787872888008,2433.6969682220015,0.1688367555062526,0.2237354085603113
LODS-MTI (Adaptive),2,1000,0.002,185650.0,0.18565000000000006,0.0,30,0,30,0,0.0,1.0,2693.23996768112,0.2,185.65,0.18565,0.18565000000000006,33.333333333333336,185.65000000000006,2.1545919741448962,5386.47993536224,0.03446592250000002,1.0
LODS-Fixed-128 (Stress),2,1000,0.002,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.974,6654.823722328506,0.2,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CR-MTI,0,1000,0.0,6281535.0,6.281535000000113,0.0,3335,1173,580,1582,0.35172413793103446,1.0,79.5983784218348,0.0,6281.535,6.281535,6.281535000000113,0.29985007496251875,6281.535000000113,0.06367870273746784,159.1967568436696,39.457681956225706,0.17391304347826086
CR-MTI,1,1000,0.0,6283330.0,6.283330000000113,0.0,3335,1164,590,1581,0.34902548725637184,1.0,79.57563903216925,0.0,6283.33,6.28333,6.283330000000113,0.29985007496251875,6283.330000000113,0.0636605112257354,159.1512780643385,39.480235888900715,0.17691154422788605
CTMTI,2,1000,0.002,630240.0,0.630240000000009,0.0,624,275,349,0,0.4407051282051282,1.0,793.3485656257933,0.2,630.24,0.63024,0.630240000000009,1.6025641025641026,630.240000000009,0.6346788525006347,1586.6971312515866,0.3972024576000057,0.5592948717948718
ISMTI,2,1000,0.002,192137.5,0.19213750000000013,0.0,42,0,41,1,0.0,1.0,2602.303038188797,0.2,192.1375,0.1921375,0.19213750000000013,23.80952380952381,192.1375000000001,2.081842430551038,5204.606076377594,0.036916818906250023,0.9761904761904762
CPT,2,1000,0.002,410027.5,0.4100275000000062,0.0,514,258,121,135,0.5019455252918288,1.0,1219.4304040582645,0.2,410.0275,0.4100275,0.4100275000000062,1.9455252918287937,410.0275000000062,0.9755443232466116,2438.860808116529,0.16812255075625254,0.23540856031128404
LODS-MTI (Adaptive),0,1000,0.004,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.936,2455.2751691936414,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),0,1000,0.004,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.486,3320.579393276852,0.4,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
ECUMI,2,1000,0.002,503615.0,0.5036150000000096,0.0,731,129,141,461,0.17647058823529413,1.0,992.8218976797751,0.2,503.615,0.503615,0.5036150000000096,1.3679890560875514,503.6150000000096,0.7942575181438202,1985.6437953595503,0.25362806822500483,0.19288645690834474
CR-MTI,0,1000,0.002,6281535.0,6.281535000000113,0.0,3335,1173,580,1582,0.35172413793103446,1.0,79.5983784218348,0.2,6281.535,6.281535,6.281535000000113,0.29985007496251875,6281.535000000113,0.06367870273746784,159.1967568436696,39.457681956225706,0.17391304347826086
CTMTI,0,1000,0.004,634280.0,0.6342800000000093,0.0,628,277,351,0,0.4410828025477707,1.0,788.295390048559,0.4,634.28,0.63428,0.6342800000000093,1.5923566878980893,634.2800000000093,0.6306363120388472,1576.590780097118,0.4023111184000059,0.5589171974522293
ISMTI,0,1000,0.004,200345.0,0.20034500000000008,0.0,44,0,43,1,0.0,1.0,2495.694926252215,0.4,200.345,0.200345,0.20034500000000008,22.727272727272727,200.34500000000008,1.996555941001772,4991.38985250443,0.040138119025000016,0.9772727272727273
CPT,0,1000,0.004,409447.5,0.4094475000000062,0.0,514,250,125,139,0.48638132295719844,1.0,1221.1577796909248,0.4,409.4475,0.4094475,0.4094475000000062,1.9455252918287937,409.4475000000062,0.97692622375274,2442.3155593818497,0.16764725525625254,0.24319066147859922
LODS-MTI (Adaptive),1,1000,0.004,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.944,2476.2604270499974,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),1,1000,0.004,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.492,3361.5742006012574,0.4,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
ECUMI,0,1000,0.004,503985.0,0.5039850000000097,0.0,731,133,138,460,0.18194254445964433,1.0,992.0930186414278,0.4,503.985,0.503985,0.5039850000000097,1.3679890560875514,503.9850000000097,0.7936744149131423,1984.1860372828555,0.2540008802250049,0.18878248974008208
CR-MTI,2,1000,0.0,7554715.0,7.554715000000237,0.0,4002,1423,690,1889,0.3555722138930535,1.0,66.18383353971659,0.0,7554.715,7.554715,7.554715000000237,0.24987506246876562,7554.715000000237,0.05294706683177327,132.36766707943318,57.07371873122679,0.1724137931034483
CTMTI,1,1000,0.004,615090.0,0.615090000000008,0.0,609,243,366,0,0.39901477832512317,1.0,812.8891706904681,0.4,615.09,0.61509,0.615090000000008,1.6420361247947455,615.090000000008,0.6503113365523744,1625.7783413809361,0.37833570810000494,0.6009852216748769
ISMTI,1,1000,0.004,192840.0,0.19284000000000012,0.0,43,0,41,2,0.0,1.0,2592.823065753993,0.4,192.84,0.19284,0.19284000000000012,23.25581395348837,192.84000000000012,2.0742584526031944,5185.646131507986,0.037187265600000026,0.9534883720930233
CR-MTI,1,1000,0.002,6283330.0,6.283330000000113,0.0,3335,1164,590,1581,0.34902548725637184,1.0,79.57563903216925,0.2,6283.33,6.28333,6.283330000000113,0.29985007496251875,6283.330000000113,0.0636605112257354,159.1512780643385,39.480235888900715,0.17691154422788605
LODS-MTI (Adaptive),2,1000,0.004,185650.0,0.18565000000000006,0.0,30,0,30,0,0.0,0.942,2537.0320495556152,0.4,185.65,0.18565,0.18565000000000006,33.333333333333336,185.65000000000006,2.1545919741448962,5386.47993536224,0.03446592250000002,1.0
LODS-Fixed-128 (Stress),2,1000,0.004,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.484,3306.91445750205,0.4,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CPT,1,1000,0.004,410897.5,0.4108975000000063,0.0,514,270,115,129,0.5252918287937743,1.0,1216.8484841110007,0.4,410.8975,0.4108975,0.4108975000000063,1.9455252918287937,410.8975000000063,0.9734787872888008,2433.6969682220015,0.1688367555062526,0.2237354085603113
ECUMI,1,1000,0.004,503615.0,0.5036150000000099,0.0,731,119,151,461,0.16279069767441862,1.0,992.8218976797751,0.4,503.615,0.503615,0.5036150000000099,1.3679890560875514,503.6150000000099,0.7942575181438202,1985.6437953595503,0.253628068225005,0.20656634746922026
CTMTI,2,1000,0.004,630240.0,0.630240000000009,0.0,624,275,349,0,0.4407051282051282,1.0,793.3485656257933,0.4,630.24,0.63024,0.630240000000009,1.6025641025641026,630.240000000009,0.6346788525006347,1586.6971312515866,0.3972024576000057,0.5592948717948718
ISMTI,2,1000,0.004,192137.5,0.19213750000000013,0.0,42,0,41,1,0.0,1.0,2602.303038188797,0.4,192.1375,0.1921375,0.19213750000000013,23.80952380952381,192.1375000000001,2.081842430551038,5204.606076377594,0.036916818906250023,0.9761904761904762
CPT,2,1000,0.004,410027.5,0.4100275000000062,0.0,514,258,121,135,0.5019455252918288,1.0,1219.4304040582645,0.4,410.0275,0.4100275,0.4100275000000062,1.9455252918287937,410.0275000000062,0.9755443232466116,2438.860808116529,0.16812255075625254,0.23540856031128404
LODS-MTI (Adaptive),0,1000,0.006,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.626,1642.0964272598499,0.6,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),0,1000,0.006,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.308,2104.4001093194865,0.6,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
ECUMI,2,1000,0.004,503615.0,0.5036150000000096,0.0,731,129,141,461,0.17647058823529413,1.0,992.8218976797751,0.4,503.615,0.503615,0.5036150000000096,1.3679890560875514,503.6150000000096,0.7942575181438202,1985.6437953595503,0.25362806822500483,0.19288645690834474
ECUMI,0,1000,0.006,503985.0,0.5039850000000097,0.0,731,133,138,460,0.18194254445964433,1.0,992.0930186414278,0.6,503.985,0.503985,0.5039850000000097,1.3679890560875514,503.9850000000097,0.7936744149131423,1984.1860372828555,0.2540008802250049,0.18878248974008208
CTMTI,0,1000,0.006,634280.0,0.6342800000000093,0.0,628,277,351,0,0.4410828025477707,1.0,788.295390048559,0.6,634.28,0.63428,0.6342800000000093,1.5923566878980893,634.2800000000093,0.6306363120388472,1576.590780097118,0.4023111184000059,0.5589171974522293
ISMTI,0,1000,0.006,164950.0,0.16495,0.0,37,0,36,1,0.0,0.686,2079.418005456199,0.6,164.95,0.16495,0.16495,27.027027027027028,164.95,2.424977265838133,6062.443164595332,0.027208502500000006,0.972972972972973
CPT,0,1000,0.006,409447.5,0.4094475000000062,0.0,514,250,125,139,0.48638132295719844,1.0,1221.1577796909248,0.6,409.4475,0.4094475,0.4094475000000062,1.9455252918287937,409.4475000000062,0.97692622375274,2442.3155593818497,0.16764725525625254,0.24319066147859922
LODS-MTI (Adaptive),1,1000,0.006,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.646,1694.5595719007397,0.6,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),1,1000,0.006,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.33,2254.7144028423068,0.6,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CR-MTI,2,1000,0.002,7554715.0,7.554715000000237,0.0,4002,1423,690,1889,0.3555722138930535,1.0,66.18383353971659,0.2,7554.715,7.554715,7.554715000000237,0.24987506246876562,7554.715000000237,0.05294706683177327,132.36766707943318,57.07371873122679,0.1724137931034483
ECUMI,1,1000,0.006,503615.0,0.5036150000000099,0.0,731,119,151,461,0.16279069767441862,1.0,992.8218976797751,0.6,503.615,0.503615,0.5036150000000099,1.3679890560875514,503.6150000000099,0.7942575181438202,1985.6437953595503,0.253628068225005,0.20656634746922026
CTMTI,1,1000,0.006,615090.0,0.615090000000008,0.0,609,243,366,0,0.39901477832512317,1.0,812.8891706904681,0.6,615.09,0.61509,0.615090000000008,1.6420361247947455,615.090000000008,0.6503113365523744,1625.7783413809361,0.37833570810000494,0.6009852216748769
ISMTI,1,1000,0.006,169522.5,0.16952250000000008,0.0,38,0,37,1,0.0,0.696,2052.824846259346,0.6,169.5225,0.1695225,0.16952250000000008,26.31578947368421,169.5225000000001,2.359568788803846,5898.921972009615,0.028737878006250012,0.9736842105263158
CPT,1,1000,0.006,410897.5,0.4108975000000063,0.0,514,270,115,129,0.5252918287937743,1.0,1216.8484841110007,0.6,410.8975,0.4108975,0.4108975000000063,1.9455252918287937,410.8975000000063,0.9734787872888008,2433.6969682220015,0.1688367555062526,0.2237354085603113
LODS-MTI (Adaptive),2,1000,0.006,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.628,1647.3427417239388,0.6,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),2,1000,0.006,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.326,2227.3845312927033,0.6,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CR-MTI,0,1000,0.004,6281535.0,6.281535000000113,0.0,3335,1173,580,1582,0.35172413793103446,1.0,79.5983784218348,0.4,6281.535,6.281535,6.281535000000113,0.29985007496251875,6281.535000000113,0.06367870273746784,159.1967568436696,39.457681956225706,0.17391304347826086
CR-MTI,1,1000,0.004,6283330.0,6.283330000000113,0.0,3335,1164,590,1581,0.34902548725637184,1.0,79.57563903216925,0.4,6283.33,6.28333,6.283330000000113,0.29985007496251875,6283.330000000113,0.0636605112257354,159.1512780643385,39.480235888900715,0.17691154422788605
ECUMI,2,1000,0.006,503615.0,0.5036150000000096,0.0,731,129,141,461,0.17647058823529413,1.0,992.8218976797751,0.6,503.615,0.503615,0.5036150000000096,1.3679890560875514,503.6150000000096,0.7942575181438202,1985.6437953595503,0.25362806822500483,0.19288645690834474
ISMTI,2,1000,0.006,151857.5,0.1518575,0.0,34,0,33,1,0.0,0.666,2192.845266121199,0.6,151.8575,0.1518575,0.1518575,29.41176470588235,151.8575,2.6340483677131523,6585.12091928288,0.02306070030625,0.9705882352941176
CTMTI,2,1000,0.006,630240.0,0.630240000000009,0.0,624,275,349,0,0.4407051282051282,1.0,793.3485656257933,0.6,630.24,0.63024,0.630240000000009,1.6025641025641026,630.240000000009,0.6346788525006347,1586.6971312515866,0.3972024576000057,0.5592948717948718
LODS-MTI (Adaptive),0,1000,0.008,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.466,1222.3912701327317,0.8,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),0,1000,0.008,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.226,1544.13774255261,0.8,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CPT,2,1000,0.006,410027.5,0.4100275000000062,0.0,514,258,121,135,0.5019455252918288,1.0,1219.4304040582645,0.6,410.0275,0.4100275,0.4100275000000062,1.9455252918287937,410.0275000000062,0.9755443232466116,2438.860808116529,0.16812255075625254,0.23540856031128404
ECUMI,0,1000,0.008,503985.0,0.5039850000000097,0.0,731,133,138,460,0.18194254445964433,1.0,992.0930186414278,0.8,503.985,0.503985,0.5039850000000097,1.3679890560875514,503.9850000000097,0.7936744149131423,1984.1860372828555,0.2540008802250049,0.18878248974008208
CTMTI,0,1000,0.008,634280.0,0.6342800000000093,0.0,628,277,351,0,0.4410828025477707,1.0,788.295390048559,0.8,634.28,0.63428,0.6342800000000093,1.5923566878980893,634.2800000000093,0.6306363120388472,1576.590780097118,0.4023111184000059,0.5589171974522293
ISMTI,0,1000,0.008,118412.5,0.11841250000000005,0.0,27,1,25,1,0.037037037037037035,0.38,1604.5603293571203,0.8,118.4125,0.1184125,0.11841250000000005,37.03703703703704,118.41250000000004,3.37802174601499,8445.054365037475,0.014021520156250005,0.9259259259259259
CR-MTI,0,1000,0.006,6281535.0,6.281535000000113,0.0,3335,1173,580,1582,0.35172413793103446,1.0,79.5983784218348,0.6,6281.535,6.281535,6.281535000000113,0.29985007496251875,6281.535000000113,0.06367870273746784,159.1967568436696,39.457681956225706,0.17391304347826086
LODS-MTI (Adaptive),1,1000,0.008,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.478,1253.8691569172656,0.8,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),1,1000,0.008,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.244,1667.1221645258267,0.8,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
CPT,0,1000,0.008,409447.5,0.4094475000000062,0.0,514,250,125,139,0.48638132295719844,1.0,1221.1577796909248,0.8,409.4475,0.4094475,0.4094475000000062,1.9455252918287937,409.4475000000062,0.97692622375274,2442.3155593818497,0.16764725525625254,0.24319066147859922
CR-MTI,2,1000,0.004,7554715.0,7.554715000000237,0.0,4002,1423,690,1889,0.3555722138930535,1.0,66.18383353971659,0.4,7554.715,7.554715,7.554715000000237,0.24987506246876562,7554.715000000237,0.05294706683177327,132.36766707943318,57.07371873122679,0.1724137931034483
CTMTI,1,1000,0.008,615090.0,0.615090000000008,0.0,609,243,366,0,0.39901477832512317,1.0,812.8891706904681,0.8,615.09,0.61509,0.615090000000008,1.6420361247947455,615.090000000008,0.6503113365523744,1625.7783413809361,0.37833570810000494,0.6009852216748769
ISMTI,1,1000,0.008,148757.5,0.14875750000000001,0.0,34,0,33,1,0.0,0.418,1404.9711779238023,0.8,148.7575,0.1487575,0.14875750000000001,29.41176470588235,148.75750000000002,2.6889400534426837,6722.350133606709,0.02212879380625,0.9705882352941176
CPT,1,1000,0.008,410897.5,0.4108975000000063,0.0,514,270,115,129,0.5252918287937743,1.0,1216.8484841110007,0.8,410.8975,0.4108975,0.4108975000000063,1.9455252918287937,410.8975000000063,0.9734787872888008,2433.6969682220015,0.1688367555062526,0.2237354085603113
LODS-MTI (Adaptive),2,1000,0.008,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.43,1127.95760977913,0.8,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),2,1000,0.008,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.246,1680.7871003006287,0.8,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
ECUMI,1,1000,0.008,503615.0,0.5036150000000099,0.0,731,119,151,461,0.16279069767441862,1.0,992.8218976797751,0.8,503.615,0.503615,0.5036150000000099,1.3679890560875514,503.6150000000099,0.7942575181438202,1985.6437953595503,0.253628068225005,0.20656634746922026
CR-MTI,1,1000,0.006,6283330.0,6.283330000000113,0.0,3335,1164,590,1581,0.34902548725637184,1.0,79.57563903216925,0.6,6283.33,6.28333,6.283330000000113,0.29985007496251875,6283.330000000113,0.0636605112257354,159.1512780643385,39.480235888900715,0.17691154422788605
CTMTI,2,1000,0.008,630240.0,0.630240000000009,0.0,624,275,349,0,0.4407051282051282,1.0,793.3485656257933,0.8,630.24,0.63024,0.630240000000009,1.6025641025641026,630.240000000009,0.6346788525006347,1586.6971312515866,0.3972024576000057,0.5592948717948718
ISMTI,2,1000,0.008,130680.0,0.13068000000000002,0.0,30,1,28,1,0.03333333333333333,0.388,1484.542393633303,0.8,130.68,0.13068,0.13068000000000002,33.333333333333336,130.68,3.0609121518212428,7652.280379553107,0.0170772624,0.9333333333333333
ECUMI,2,1000,0.008,503615.0,0.5036150000000096,0.0,731,129,141,461,0.17647058823529413,1.0,992.8218976797751,0.8,503.615,0.503615,0.5036150000000096,1.3679890560875514,503.6150000000096,0.7942575181438202,1985.6437953595503,0.25362806822500483,0.19288645690834474
LODS-MTI (Adaptive),0,1000,0.01,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.38,996.7997481769057,1.0,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS-Fixed-128 (Stress),0,1000,0.01,73180.0,0.07318000000000001,0.0,8,0,8,0,0.0,0.18,1229.8442197321674,1.0,73.18,0.07318,0.07318000000000001,125.0,73.18000000000002,5.4659743099207425,13664.93577480186,0.0053553124,1.0
