Drift_Rate,CPT,CR-MTI,CTMTI,ECUMI,ISMTI,LODS-Fixed-128 (Stress),LODS-MTI (Adaptive)
0.0,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.1951075,0.07318,0.18428416666666667
0.002,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.1951075,0.07318,0.18428416666666667
0.004,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.1951075,0.07318,0.18895666666666666
0.006,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.16211,0.07318,0.19061000000000003
0.008,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.13261666666666666,0.07318,0.19061000000000003
0.01,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.11059083333333335,0.07318,0.19061000000000003
0.012,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.1036275,0.07318,0.18705333333333332
0.014,0.4101241666666667,6.706526666666666,0.6265366666666666,0.5037383333333333,0.10410166666666666,0.07318,0.19061000000000003
0.016,0.4101241666666667,18.908028333333334,0.6265366666666666,0.5037383333333333,0.0841175,0.07318,0.19061000000000003
0.018,0.4101241666666667,18.908028333333334,0.6265366666666666,0.5037383333333333,0.08761083333333335,0.07318,0.18554583333333333
0.02,0.4101241666666667,18.908028333333334,0.6265366666666666,0.5037383333333333,0.08470833333333333,0.07318,0.18554583333333333
