Drift_Rate,CPT,CR-MTI,CTMTI,ECUMI,ISMTI,LODS-Fixed-128 (Stress),LODS-MTI (Adaptive)
0.0,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,2.0508856080520013,5.4659743099207425,2.1727398728599
0.002,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,2.0508856080520013,5.4659743099207425,2.1727398728599
0.004,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,2.0508856080520013,5.4659743099207425,2.1172145151386927
0.006,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,2.4728648074517103,5.4659743099207425,2.098525785635591
0.008,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,3.0426246504263053,5.4659743099207425,2.098525785635591
0.01,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,3.6472175444948554,5.4659743099207425,2.098525785635591
0.012,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,3.8822458420127846,5.4659743099207425,2.1400049270766854
0.014,0.9753164447627175,0.06009542693165884,0.6385421670306187,0.794063150400261,3.8698323013778997,5.4659743099207425,2.098525785635591
0.016,0.9753164447627175,0.02115514777704444,0.6385421670306187,0.794063150400261,4.831586215869264,5.4659743099207425,2.098525785635591
0.018,0.9753164447627175,0.02115514777704444,0.6385421670306187,0.794063150400261,4.643839565776596,5.4659743099207425,2.1591085914146966
0.02,0.9753164447627175,0.02115514777704444,0.6385421670306187,0.794063150400261,4.7981524856074245,5.4659743099207425,2.1591085914146966
