Drift_Rate,CPT,CR-MTI,CTMTI,ECUMI,ISMTI,LODS-Fixed-128 (Stress),LODS-MTI (Adaptive)
0.0,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.038080734510416686,0.0053553124,0.03399433521875001
0.002,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.038080734510416686,0.0053553124,0.03399433521875001
0.004,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.038080734510416686,0.0053553124,0.03571008890000001
0.006,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.026335693604166672,0.0053553124,0.03633217210000001
0.008,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.017742525454166668,0.0053553124,0.03633217210000001
0.01,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.012334647956250005,0.0053553124,0.03633217210000001
0.012,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.010803632160416672,0.0053553124,0.03501424926666668
0.014,0.16820218717291924,45.33721219211774,0.39261642803333885,0.2537523388916716,0.010912203008333338,0.0053553124,0.03633217210000001
0.016,0.16820218717291924,357.51543931285363,0.39261642803333885,0.2537523388916716,0.007187010322916667,0.0053553124,0.03633217210000001
0.018,0.16820218717291924,357.51543931285363,0.39261642803333885,0.2537523388916716,0.00781731572291667,0.0053553124,0.03447854783541668
0.02,0.16820218717291924,357.51543931285363,0.39261642803333885,0.2537523388916716,0.007283718879166668,0.0053553124,0.03447854783541668
