algorithm_name,run_id,CAPTURE_RATIO_DB,TOTAL_TAGS,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,false_positive_rate,accuracy,capture_ratio_db,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Improve_Two,1,4,1000,146560.0,0.14656,0.0010691569999999998,16,0,16,0,0.0,0.0,1.0,4,146.56,0.14656,0.14762915699999998,62.5,147.62915699999996,2.7292576419213974,6823.144104803494,0.021636529249919996,1.0
CT_MTI,2,4,1000,606000.0,0.6060000000000074,0.003152958000000023,600,471,129,0,0.785,0.0,1.0,4,606.0,0.606,0.6091529580000075,1.6666666666666667,609.1529580000074,0.6600660066006601,1650.1650165016501,0.36914669254800453,0.215
CR_MTI,2,4,1000,1464165.0,1.4641649999999957,0.008053425000000017,536,250,285,1,0.4664179104477612,0.0,1.0,4,1464.165,1.464165,1.4722184249999957,1.8656716417910448,1472.2184249999957,0.273193253492605,682.9831337315126,2.1555706902401184,0.5317164179104478
CPT,2,4,1000,413732.5,0.4137325000000063,0.0020859875000000154,520,357,19,144,0.6865384615384615,0.21,0.895,4,413.7325,0.4137325,0.4158184875000063,1.9230769230769231,415.81848750000626,0.9668082637936347,2417.020659484087,0.17203762237959636,0.03653846153846154
ECUMI,2,4,1000,454965.0,0.45496500000000745,0.002302275000000001,655,209,43,403,0.3190839694656489,0.0,1.0,4,454.965,0.454965,0.45726727500000747,1.5267175572519085,457.2672750000075,0.8791885090061874,2197.971272515468,0.2080406057703784,0.06564885496183206
ISMTI,2,4,1000,179295.0,0.17929500000000012,0.0016011425999999994,39,5,33,1,0.1282051282051282,0.0,1.0,4,179.295,0.179295,0.18089614260000011,25.641025641025642,180.8961426000001,2.2309601494743303,5577.400373685825,0.03243377388746702,0.8461538461538461
Improve_Two,2,4,1000,146560.0,0.14656,0.0010698049999999996,16,1,15,0,0.0625,0.0,1.0,4,146.56,0.14656,0.147629805,62.5,147.629805,2.7292576419213974,6823.144104803494,0.0216366242208,0.9375
CT_MTI,0,6,1000,601960.0,0.6019600000000072,0.0031320956000000255,596,428,168,0,0.7181208053691275,0.0,1.0,6,601.96,0.60196,0.6050920956000072,1.6778523489932886,605.0920956000073,0.6644959797993222,1661.2399494983054,0.3642412378673804,0.28187919463087246
CR_MTI,0,6,1000,1282715.0,1.2827150000000003,0.007054600000000019,469,167,302,0,0.35607675906183367,0.0,1.0,6,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.6439232409381663
CPT,0,6,1000,413152.5,0.41315250000000636,0.002083087500000015,520,337,35,148,0.6480769230769231,0.186,0.907,6,413.1525,0.4131525,0.4152355875000064,1.9230769230769231,415.2355875000064,0.9681655078935745,2420.413769733936,0.17155562106459638,0.0673076923076923
ECUMI,0,6,1000,459035.0,0.4590350000000078,0.002322625000000002,655,212,51,392,0.3236641221374046,0.0,1.0,6,459.035,0.459035,0.4613576250000078,1.5267175572519085,461.3576250000078,0.8713932488808043,2178.4831222020107,0.2117792973918786,0.07786259541984733
ISMTI,0,6,1000,193162.5,0.1931625000000001,0.0017366233499999998,42,10,31,1,0.23809523809523808,0.0,1.0,6,193.1625,0.1931625,0.1948991233500001,23.80952380952381,194.8991233500001,2.0707953148256,5176.988287064001,0.03764720191409439,0.7380952380952381
Improve_Two,0,6,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,6,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,1,6,1000,628220.0,0.6282200000000089,0.003264140800000026,622,449,173,0,0.7218649517684887,0.0,1.0,6,628.22,0.62822,0.6314841408000089,1.607717041800643,631.4841408000088,0.6367196205151061,1591.7990512877655,0.3967109669333816,0.27813504823151125
CR_MTI,1,6,1000,1465960.0,1.4659599999999957,0.00806240000000002,536,179,357,0,0.333955223880597,0.0,1.0,6,1465.96,1.46596,1.4740223999999957,1.8656716417910448,1474.0223999999957,0.27285874102976887,682.1468525744223,2.1608578775039935,0.6660447761194029
CPT,1,6,1000,413732.5,0.41373250000000633,0.0020859875000000137,520,340,36,144,0.6538461538461539,0.176,0.912,6,413.7325,0.4137325,0.41581848750000633,1.9230769230769231,415.8184875000063,0.9668082637936347,2417.020659484087,0.17203762237959638,0.06923076923076923
ECUMI,1,6,1000,460515.0,0.46051500000000767,0.0023300250000000034,655,215,52,388,0.3282442748091603,0.0,1.0,6,460.515,0.460515,0.4628450250000077,1.5267175572519085,462.8450250000077,0.8685927711366622,2171.4819278416553,0.21314707668787855,0.07938931297709924
ISMTI,1,6,1000,179332.5,0.1793325000000001,0.0015961677,39,6,32,1,0.15384615384615385,0.0,1.0,6,179.3325,0.1793325,0.1809286677000001,25.641025641025642,180.92866770000012,2.2304936361228442,5576.234090307111,0.03244639030031027,0.8205128205128205
Improve_Two,1,6,1000,146560.0,0.14656,0.0010691569999999998,16,0,16,0,0.0,0.0,1.0,6,146.56,0.14656,0.14762915699999998,62.5,147.62915699999996,2.7292576419213974,6823.144104803494,0.021636529249919996,1.0
CT_MTI,3,6,1000,621150.0,0.6211500000000084,0.0032290392000000247,615,431,184,0,0.7008130081300813,0.0,1.0,6,621.15,0.62115,0.6243790392000085,1.6260162601626016,624.3790392000085,0.6439668357079611,1609.9170892699026,0.38783304019908527,0.2991869918699187
CR_MTI,3,6,1000,1282715.0,1.2827150000000003,0.007054600000000012,469,145,324,0,0.3091684434968017,0.0,1.0,6,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.6908315565031983
CPT,3,6,1000,413877.5,0.4138775000000063,0.002086712500000015,520,341,36,143,0.6557692307692308,0.174,0.913,6,413.8775,0.4138775,0.4159642125000063,1.9230769230769231,415.9642125000063,0.9664695471486128,2416.173867871532,0.17215822835897138,0.06923076923076923
ECUMI,3,6,1000,456815.0,0.4568150000000076,0.0023115250000000026,655,205,52,398,0.31297709923664124,0.0,1.0,6,456.815,0.456815,0.45912652500000756,1.5267175572519085,459.1265250000075,0.8756279894486827,2189.0699736217066,0.20973588351787847,0.07938931297709924
ISMTI,3,6,1000,188752.5,0.1887525000000001,0.001685857499999999,41,3,37,1,0.07317073170731707,0.0,1.0,6,188.7525,0.1887525,0.1904383575000001,24.390243902439025,190.4383575000001,2.1191772294406697,5297.943073601675,0.035945716074018766,0.9024390243902439
Improve_Two,3,6,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,6,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,0,8,1000,601960.0,0.6019600000000072,0.0031320956000000255,596,392,204,0,0.6577181208053692,0.0,1.0,8,601.96,0.60196,0.6050920956000072,1.6778523489932886,605.0920956000073,0.6644959797993222,1661.2399494983054,0.3642412378673804,0.3422818791946309
CR_MTI,0,8,1000,1282715.0,1.2827150000000003,0.007054600000000019,469,114,355,0,0.24307036247334754,0.0,1.0,8,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.7569296375266524
CPT,0,8,1000,413152.5,0.41315250000000636,0.002083087500000015,520,333,39,148,0.6403846153846153,0.178,0.911,8,413.1525,0.4131525,0.4152355875000064,1.9230769230769231,415.2355875000064,0.9681655078935745,2420.413769733936,0.17155562106459638,0.075
ECUMI,0,8,1000,459035.0,0.4590350000000078,0.002322625000000002,655,198,65,392,0.30229007633587784,0.0,1.0,8,459.035,0.459035,0.4613576250000078,1.5267175572519085,461.3576250000078,0.8713932488808043,2178.4831222020107,0.2117792973918786,0.09923664122137404
ISMTI,0,8,1000,193162.5,0.1931625000000001,0.0017366233499999998,42,0,41,1,0.0,0.0,1.0,8,193.1625,0.1931625,0.1948991233500001,23.80952380952381,194.8991233500001,2.0707953148256,5176.988287064001,0.03764720191409439,0.9761904761904762
Improve_Two,0,8,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,8,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,2,6,1000,606000.0,0.6060000000000074,0.003152958000000023,600,433,167,0,0.7216666666666667,0.0,1.0,6,606.0,0.606,0.6091529580000075,1.6666666666666667,609.1529580000074,0.6600660066006601,1650.1650165016501,0.36914669254800453,0.2783333333333333
CR_MTI,2,6,1000,1464165.0,1.4641649999999957,0.008053425000000017,536,182,353,1,0.33955223880597013,0.0,1.0,6,1464.165,1.464165,1.4722184249999957,1.8656716417910448,1472.2184249999957,0.273193253492605,682.9831337315126,2.1555706902401184,0.6585820895522388
CPT,2,6,1000,413732.5,0.4137325000000063,0.0020859875000000154,520,332,44,144,0.6384615384615384,0.16,0.92,6,413.7325,0.4137325,0.4158184875000063,1.9230769230769231,415.81848750000626,0.9668082637936347,2417.020659484087,0.17203762237959636,0.08461538461538462
ECUMI,2,6,1000,454965.0,0.45496500000000745,0.002302275000000001,655,192,60,403,0.2931297709923664,0.0,1.0,6,454.965,0.454965,0.45726727500000747,1.5267175572519085,457.2672750000075,0.8791885090061874,2197.971272515468,0.2080406057703784,0.0916030534351145
ISMTI,2,6,1000,179295.0,0.17929500000000012,0.0016011425999999994,39,3,35,1,0.07692307692307693,0.0,1.0,6,179.295,0.179295,0.18089614260000011,25.641025641025642,180.8961426000001,2.2309601494743303,5577.400373685825,0.03243377388746702,0.8974358974358975
Improve_Two,2,6,1000,146560.0,0.14656,0.0010698049999999996,16,0,16,0,0.0,0.0,1.0,6,146.56,0.14656,0.147629805,62.5,147.629805,2.7292576419213974,6823.144104803494,0.0216366242208,1.0
CT_MTI,1,8,1000,628220.0,0.6282200000000089,0.003264140800000026,622,431,191,0,0.6929260450160771,0.0,1.0,8,628.22,0.62822,0.6314841408000089,1.607717041800643,631.4841408000088,0.6367196205151061,1591.7990512877655,0.3967109669333816,0.3070739549839228
CR_MTI,1,8,1000,1465960.0,1.4659599999999957,0.00806240000000002,536,107,429,0,0.19962686567164178,0.0,1.0,8,1465.96,1.46596,1.4740223999999957,1.8656716417910448,1474.0223999999957,0.27285874102976887,682.1468525744223,2.1608578775039935,0.8003731343283582
