algorithm_name,run_id,CAPTURE_RATIO_DB,TOTAL_TAGS,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,false_positive_rate,accuracy,capture_ratio_db,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
CPT,1,8,1000,413732.5,0.41373250000000633,0.0020859875000000137,520,342,34,144,0.6576923076923077,0.18,0.91,8,413.7325,0.4137325,0.41581848750000633,1.9230769230769231,415.8184875000063,0.9668082637936347,2417.020659484087,0.17203762237959638,0.06538461538461539
ECUMI,1,8,1000,460515.0,0.46051500000000767,0.0023300250000000034,655,201,66,388,0.3068702290076336,0.0,1.0,8,460.515,0.460515,0.4628450250000077,1.5267175572519085,462.8450250000077,0.8685927711366622,2171.4819278416553,0.21314707668787855,0.10076335877862595
ISMTI,1,8,1000,179332.5,0.1793325000000001,0.0015961677,39,1,37,1,0.02564102564102564,0.0,1.0,8,179.3325,0.1793325,0.1809286677000001,25.641025641025642,180.92866770000012,2.2304936361228442,5576.234090307111,0.03244639030031027,0.9487179487179487
Improve_Two,1,8,1000,146560.0,0.14656,0.0010691569999999998,16,0,16,0,0.0,0.0,1.0,8,146.56,0.14656,0.14762915699999998,62.5,147.62915699999996,2.7292576419213974,6823.144104803494,0.021636529249919996,1.0
CT_MTI,2,8,1000,606000.0,0.6060000000000074,0.003152958000000023,600,415,185,0,0.6916666666666667,0.0,1.0,8,606.0,0.606,0.6091529580000075,1.6666666666666667,609.1529580000074,0.6600660066006601,1650.1650165016501,0.36914669254800453,0.30833333333333335
CR_MTI,2,8,1000,1464165.0,1.4641649999999957,0.008053425000000017,536,108,427,1,0.20149253731343283,0.0,1.0,8,1464.165,1.464165,1.4722184249999957,1.8656716417910448,1472.2184249999957,0.273193253492605,682.9831337315126,2.1555706902401184,0.7966417910447762
CPT,2,8,1000,413732.5,0.4137325000000063,0.0020859875000000154,520,339,37,144,0.6519230769230769,0.174,0.913,8,413.7325,0.4137325,0.4158184875000063,1.9230769230769231,415.81848750000626,0.9668082637936347,2417.020659484087,0.17203762237959636,0.07115384615384615
ECUMI,2,8,1000,454965.0,0.45496500000000745,0.002302275000000001,655,184,68,403,0.28091603053435116,0.0,1.0,8,454.965,0.454965,0.45726727500000747,1.5267175572519085,457.2672750000075,0.8791885090061874,2197.971272515468,0.2080406057703784,0.10381679389312977
ISMTI,2,8,1000,179295.0,0.17929500000000012,0.0016011425999999994,39,7,31,1,0.1794871794871795,0.0,1.0,8,179.295,0.179295,0.18089614260000011,25.641025641025642,180.8961426000001,2.2309601494743303,5577.400373685825,0.03243377388746702,0.7948717948717948
Improve_Two,2,8,1000,146560.0,0.14656,0.0010698049999999996,16,0,16,0,0.0,0.0,1.0,8,146.56,0.14656,0.147629805,62.5,147.629805,2.7292576419213974,6823.144104803494,0.0216366242208,1.0
CT_MTI,3,8,1000,621150.0,0.6211500000000084,0.0032290392000000247,615,441,174,0,0.7170731707317073,0.0,1.0,8,621.15,0.62115,0.6243790392000085,1.6260162601626016,624.3790392000085,0.6439668357079611,1609.9170892699026,0.38783304019908527,0.28292682926829266
CR_MTI,3,8,1000,1282715.0,1.2827150000000003,0.007054600000000012,469,106,363,0,0.2260127931769723,0.0,1.0,8,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.7739872068230277
CPT,3,8,1000,413877.5,0.4138775000000063,0.002086712500000015,520,336,41,143,0.6461538461538462,0.164,0.918,8,413.8775,0.4138775,0.4159642125000063,1.9230769230769231,415.9642125000063,0.9664695471486128,2416.173867871532,0.17215822835897138,0.07884615384615384
ECUMI,3,8,1000,456815.0,0.4568150000000076,0.0023115250000000026,655,197,60,398,0.300763358778626,0.0,1.0,8,456.815,0.456815,0.45912652500000756,1.5267175572519085,459.1265250000075,0.8756279894486827,2189.0699736217066,0.20973588351787847,0.0916030534351145
ISMTI,3,8,1000,188752.5,0.1887525000000001,0.001685857499999999,41,7,33,1,0.17073170731707318,0.0,1.0,8,188.7525,0.1887525,0.1904383575000001,24.390243902439025,190.4383575000001,2.1191772294406697,5297.943073601675,0.035945716074018766,0.8048780487804879
Improve_Two,3,8,1000,146560.0,0.14656,0.0010711009999999997,16,1,15,0,0.0625,0.0,1.0,8,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,0.9375
CT_MTI,0,10,1000,601960.0,0.6019600000000072,0.0031320956000000255,596,379,217,0,0.6359060402684564,0.0,1.0,10,601.96,0.60196,0.6050920956000072,1.6778523489932886,605.0920956000073,0.6644959797993222,1661.2399494983054,0.3642412378673804,0.3640939597315436
CR_MTI,0,10,1000,1282715.0,1.2827150000000003,0.007054600000000019,469,67,402,0,0.14285714285714285,0.0,1.0,10,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.8571428571428571
CPT,0,10,1000,413152.5,0.41315250000000636,0.002083087500000015,520,310,62,148,0.5961538461538461,0.132,0.934,10,413.1525,0.4131525,0.4152355875000064,1.9230769230769231,415.2355875000064,0.9681655078935745,2420.413769733936,0.17155562106459638,0.11923076923076924
ECUMI,0,10,1000,459035.0,0.4590350000000078,0.002322625000000002,655,190,73,392,0.2900763358778626,0.0,1.0,10,459.035,0.459035,0.4613576250000078,1.5267175572519085,461.3576250000078,0.8713932488808043,2178.4831222020107,0.2117792973918786,0.11145038167938931
ISMTI,0,10,1000,193162.5,0.1931625000000001,0.0017366233499999998,42,4,37,1,0.09523809523809523,0.0,1.0,10,193.1625,0.1931625,0.1948991233500001,23.80952380952381,194.8991233500001,2.0707953148256,5176.988287064001,0.03764720191409439,0.8809523809523809
Improve_Two,0,10,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,10,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,1,10,1000,628220.0,0.6282200000000089,0.003264140800000026,622,400,222,0,0.6430868167202572,0.0,1.0,10,628.22,0.62822,0.6314841408000089,1.607717041800643,631.4841408000088,0.6367196205151061,1591.7990512877655,0.3967109669333816,0.35691318327974275
CR_MTI,1,10,1000,1465960.0,1.4659599999999957,0.00806240000000002,536,73,463,0,0.13619402985074627,0.0,1.0,10,1465.96,1.46596,1.4740223999999957,1.8656716417910448,1474.0223999999957,0.27285874102976887,682.1468525744223,2.1608578775039935,0.8638059701492538
CPT,1,10,1000,413732.5,0.41373250000000633,0.0020859875000000137,520,312,64,144,0.6,0.12,0.94,10,413.7325,0.4137325,0.41581848750000633,1.9230769230769231,415.8184875000063,0.9668082637936347,2417.020659484087,0.17203762237959638,0.12307692307692308
ECUMI,1,10,1000,460515.0,0.46051500000000767,0.0023300250000000034,655,196,71,388,0.29923664122137406,0.0,1.0,10,460.515,0.460515,0.4628450250000077,1.5267175572519085,462.8450250000077,0.8685927711366622,2171.4819278416553,0.21314707668787855,0.1083969465648855
ISMTI,1,10,1000,179332.5,0.1793325000000001,0.0015961677,39,2,36,1,0.05128205128205128,0.0,1.0,10,179.3325,0.1793325,0.1809286677000001,25.641025641025642,180.92866770000012,2.2304936361228442,5576.234090307111,0.03244639030031027,0.9230769230769231
Improve_Two,1,10,1000,146560.0,0.14656,0.0010691569999999998,16,0,16,0,0.0,0.0,1.0,10,146.56,0.14656,0.14762915699999998,62.5,147.62915699999996,2.7292576419213974,6823.144104803494,0.021636529249919996,1.0
CT_MTI,2,10,1000,606000.0,0.6060000000000074,0.003152958000000023,600,361,239,0,0.6016666666666667,0.0,1.0,10,606.0,0.606,0.6091529580000075,1.6666666666666667,609.1529580000074,0.6600660066006601,1650.1650165016501,0.36914669254800453,0.3983333333333333
CR_MTI,2,10,1000,1464165.0,1.4641649999999957,0.008053425000000017,536,71,464,1,0.13246268656716417,0.0,1.0,10,1464.165,1.464165,1.4722184249999957,1.8656716417910448,1472.2184249999957,0.273193253492605,682.9831337315126,2.1555706902401184,0.8656716417910447
CPT,2,10,1000,413732.5,0.4137325000000063,0.0020859875000000154,520,317,59,144,0.6096153846153847,0.13,0.935,10,413.7325,0.4137325,0.4158184875000063,1.9230769230769231,415.81848750000626,0.9668082637936347,2417.020659484087,0.17203762237959636,0.11346153846153846
ECUMI,2,10,1000,454965.0,0.45496500000000745,0.002302275000000001,655,156,96,403,0.2381679389312977,0.0,1.0,10,454.965,0.454965,0.45726727500000747,1.5267175572519085,457.2672750000075,0.8791885090061874,2197.971272515468,0.2080406057703784,0.1465648854961832
ISMTI,2,10,1000,179295.0,0.17929500000000012,0.0016011425999999994,39,4,34,1,0.10256410256410256,0.0,1.0,10,179.295,0.179295,0.18089614260000011,25.641025641025642,180.8961426000001,2.2309601494743303,5577.400373685825,0.03243377388746702,0.8717948717948718
Improve_Two,2,10,1000,146560.0,0.14656,0.0010698049999999996,16,0,16,0,0.0,0.0,1.0,10,146.56,0.14656,0.147629805,62.5,147.629805,2.7292576419213974,6823.144104803494,0.0216366242208,1.0
CT_MTI,3,10,1000,621150.0,0.6211500000000084,0.0032290392000000247,615,392,223,0,0.6373983739837399,0.0,1.0,10,621.15,0.62115,0.6243790392000085,1.6260162601626016,624.3790392000085,0.6439668357079611,1609.9170892699026,0.38783304019908527,0.36260162601626017
CR_MTI,3,10,1000,1282715.0,1.2827150000000003,0.007054600000000012,469,66,403,0,0.14072494669509594,0.0,1.0,10,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.8592750533049041
CPT,3,10,1000,413877.5,0.4138775000000063,0.002086712500000015,520,316,61,143,0.6076923076923076,0.124,0.938,10,413.8775,0.4138775,0.4159642125000063,1.9230769230769231,415.9642125000063,0.9664695471486128,2416.173867871532,0.17215822835897138,0.11730769230769231
ECUMI,3,10,1000,456815.0,0.4568150000000076,0.0023115250000000026,655,177,80,398,0.27022900763358776,0.0,1.0,10,456.815,0.456815,0.45912652500000756,1.5267175572519085,459.1265250000075,0.8756279894486827,2189.0699736217066,0.20973588351787847,0.12213740458015267
ISMTI,3,10,1000,188752.5,0.1887525000000001,0.001685857499999999,41,3,37,1,0.07317073170731707,0.0,1.0,10,188.7525,0.1887525,0.1904383575000001,24.390243902439025,190.4383575000001,2.1191772294406697,5297.943073601675,0.035945716074018766,0.9024390243902439
Improve_Two,3,10,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,10,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,0,12,1000,601960.0,0.6019600000000072,0.0031320956000000255,596,334,262,0,0.5604026845637584,0.0,1.0,12,601.96,0.60196,0.6050920956000072,1.6778523489932886,605.0920956000073,0.6644959797993222,1661.2399494983054,0.3642412378673804,0.4395973154362416
CR_MTI,0,12,1000,1282715.0,1.2827150000000003,0.007054600000000019,469,53,416,0,0.11300639658848614,0.0,1.0,12,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.8869936034115139
CPT,0,12,1000,413152.5,0.41315250000000636,0.002083087500000015,520,297,75,148,0.5711538461538461,0.106,0.947,12,413.1525,0.4131525,0.4152355875000064,1.9230769230769231,415.2355875000064,0.9681655078935745,2420.413769733936,0.17155562106459638,0.14423076923076922
ECUMI,0,12,1000,459035.0,0.4590350000000078,0.002322625000000002,655,188,75,392,0.2870229007633588,0.0,1.0,12,459.035,0.459035,0.4613576250000078,1.5267175572519085,461.3576250000078,0.8713932488808043,2178.4831222020107,0.2117792973918786,0.11450381679389313
ISMTI,0,12,1000,193162.5,0.1931625000000001,0.0017366233499999998,42,0,41,1,0.0,0.0,1.0,12,193.1625,0.1931625,0.1948991233500001,23.80952380952381,194.8991233500001,2.0707953148256,5176.988287064001,0.03764720191409439,0.9761904761904762
Improve_Two,0,12,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,12,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
CT_MTI,1,12,1000,628220.0,0.6282200000000089,0.003264140800000026,622,372,250,0,0.5980707395498392,0.0,1.0,12,628.22,0.62822,0.6314841408000089,1.607717041800643,631.4841408000088,0.6367196205151061,1591.7990512877655,0.3967109669333816,0.40192926045016075
CR_MTI,1,12,1000,1465960.0,1.4659599999999957,0.00806240000000002,536,72,464,0,0.13432835820895522,0.0,1.0,12,1465.96,1.46596,1.4740223999999957,1.8656716417910448,1474.0223999999957,0.27285874102976887,682.1468525744223,2.1608578775039935,0.8656716417910447
CPT,1,12,1000,413732.5,0.41373250000000633,0.0020859875000000137,520,318,58,144,0.6115384615384616,0.132,0.934,12,413.7325,0.4137325,0.41581848750000633,1.9230769230769231,415.8184875000063,0.9668082637936347,2417.020659484087,0.17203762237959638,0.11153846153846154
ECUMI,1,12,1000,460515.0,0.46051500000000767,0.0023300250000000034,655,175,92,388,0.26717557251908397,0.0,1.0,12,460.515,0.460515,0.4628450250000077,1.5267175572519085,462.8450250000077,0.8685927711366622,2171.4819278416553,0.21314707668787855,0.14045801526717558
ISMTI,1,12,1000,179332.5,0.1793325000000001,0.0015961677,39,3,35,1,0.07692307692307693,0.0,1.0,12,179.3325,0.1793325,0.1809286677000001,25.641025641025642,180.92866770000012,2.2304936361228442,5576.234090307111,0.03244639030031027,0.8974358974358975
Improve_Two,1,12,1000,146560.0,0.14656,0.0010691569999999998,16,0,16,0,0.0,0.0,1.0,12,146.56,0.14656,0.14762915699999998,62.5,147.62915699999996,2.7292576419213974,6823.144104803494,0.021636529249919996,1.0
CT_MTI,2,12,1000,606000.0,0.6060000000000074,0.003152958000000023,600,353,247,0,0.5883333333333334,0.0,1.0,12,606.0,0.606,0.6091529580000075,1.6666666666666667,609.1529580000074,0.6600660066006601,1650.1650165016501,0.36914669254800453,0.4116666666666667
CR_MTI,2,12,1000,1464165.0,1.4641649999999957,0.008053425000000017,536,61,474,1,0.11380597014925373,0.0,1.0,12,1464.165,1.464165,1.4722184249999957,1.8656716417910448,1472.2184249999957,0.273193253492605,682.9831337315126,2.1555706902401184,0.8843283582089553
CPT,2,12,1000,413732.5,0.4137325000000063,0.0020859875000000154,520,308,68,144,0.5923076923076923,0.112,0.944,12,413.7325,0.4137325,0.4158184875000063,1.9230769230769231,415.81848750000626,0.9668082637936347,2417.020659484087,0.17203762237959636,0.13076923076923078
ECUMI,2,12,1000,454965.0,0.45496500000000745,0.002302275000000001,655,146,106,403,0.22290076335877862,0.0,1.0,12,454.965,0.454965,0.45726727500000747,1.5267175572519085,457.2672750000075,0.8791885090061874,2197.971272515468,0.2080406057703784,0.1618320610687023
ISMTI,2,12,1000,179295.0,0.17929500000000012,0.0016011425999999994,39,4,34,1,0.10256410256410256,0.0,1.0,12,179.295,0.179295,0.18089614260000011,25.641025641025642,180.8961426000001,2.2309601494743303,5577.400373685825,0.03243377388746702,0.8717948717948718
Improve_Two,2,12,1000,146560.0,0.14656,0.0010698049999999996,16,0,16,0,0.0,0.0,1.0,12,146.56,0.14656,0.147629805,62.5,147.629805,2.7292576419213974,6823.144104803494,0.0216366242208,1.0
CT_MTI,3,12,1000,621150.0,0.6211500000000084,0.0032290392000000247,615,366,249,0,0.5951219512195122,0.0,1.0,12,621.15,0.62115,0.6243790392000085,1.6260162601626016,624.3790392000085,0.6439668357079611,1609.9170892699026,0.38783304019908527,0.40487804878048783
CR_MTI,3,12,1000,1282715.0,1.2827150000000003,0.007054600000000012,469,53,416,0,0.11300639658848614,0.0,1.0,12,1282.715,1.282715,1.2897696000000003,2.1321961620469083,1289.7696000000003,0.31183856117687875,779.5964029421968,1.6544068124640003,0.8869936034115139
CPT,3,12,1000,413877.5,0.4138775000000063,0.002086712500000015,520,310,67,143,0.5961538461538461,0.112,0.944,12,413.8775,0.4138775,0.4159642125000063,1.9230769230769231,415.9642125000063,0.9664695471486128,2416.173867871532,0.17215822835897138,0.12884615384615383
ECUMI,3,12,1000,456815.0,0.4568150000000076,0.0023115250000000026,655,164,93,398,0.250381679389313,0.0,1.0,12,456.815,0.456815,0.45912652500000756,1.5267175572519085,459.1265250000075,0.8756279894486827,2189.0699736217066,0.20973588351787847,0.14198473282442747
ISMTI,3,12,1000,188752.5,0.1887525000000001,0.001685857499999999,41,2,38,1,0.04878048780487805,0.0,1.0,12,188.7525,0.1887525,0.1904383575000001,24.390243902439025,190.4383575000001,2.1191772294406697,5297.943073601675,0.035945716074018766,0.926829268292683
Improve_Two,3,12,1000,146560.0,0.14656,0.0010711009999999997,16,0,16,0,0.0,0.0,1.0,12,146.56,0.14656,0.147631101,62.5,147.631101,2.7292576419213974,6823.144104803494,0.021636814162559997,1.0
