CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
2,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
4,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
6,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
8,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
10,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
12,415.7091937500063,1381.445006249998,617.527058400008,460.1491125000076,186.7905727875001,147.630291
