CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
2,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
4,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
6,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
8,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
10,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
12,0.9670628956573641,0.2924322792190328,0.6513121106557623,0.8737006296180841,2.162856582465861,2.7292576419213974
