CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.021634615384615384,0.3045708955223881,0.12222689359627363,0.02748091603053435,0.7509604216921291,0.828125
4,0.03990384615384616,0.5242537313432836,0.200848104513275,0.061450381679389314,0.8939404091843116,0.953125
6,0.07259615384615385,0.6648454157782516,0.2843836420164089,0.08206106870229007,0.83962074510855,1.0
8,0.07259615384615384,0.7819829424307037,0.31015399919504494,0.09885496183206106,0.8811645671401769,0.984375
10,0.11826923076923077,0.8614738805970149,0.37048552559021997,0.12213740458015267,0.894565800053605,1.0
12,0.12884615384615383,0.880996801705757,0.4145178228333892,0.13969465648854962,0.9180626284284821,1.0
