CAPTURE_RATIO_DB,CPT_InfoCom22,CR_MTI,CTMTI,ECUMI,ISMTI,LCA_MTI
0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.3273683443076347,1.0,0.20765588349286485,0.0254,0.25786852589641435
4,0.0,0.5149458213225383,1.0,0.32989733029013085,0.047349999999999996,0.4419322709163347
6,0.0,0.7136216547500932,1.0,0.374225631186559,0.0701,0.5829681274900398
8,0.0,0.7768465653337672,1.0,0.46968975678504077,0.08845,0.6848605577689243
10,0.0,0.8331938294371539,1.0,0.5004618981238282,0.11280000000000001,0.7625498007968128
12,0.0,0.8426168434198527,1.0,0.5487150352672264,0.12875,0.8123505976095619
