CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
2,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
4,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
6,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
8,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
10,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
12,2417.6572391434106,731.0806980475821,1628.2802766394059,2184.25157404521,5407.1414561646525,6823.144104803494
