CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,0.2495,0.0,0.0,0.0,0.0,0.0
2,0.227,0.0,0.0,0.0,0.0,0.0
4,0.208,0.0,0.0,0.0,0.0,0.0
6,0.174,0.0,0.0,0.0,0.0,0.0
8,0.174,0.0,0.0,0.0,0.0,0.0
10,0.1265,0.0,0.0,0.0,0.0,0.0
12,0.11549999999999999,0.0,0.0,0.0,0.0,0.0
