CAPTURE_RATIO_DB,CPT_InfoCom22,CR_MTI,CTMTI,ECUMI,ISMTI,LCA_MTI
0,0.16666666666666666,10.039703078607534,61.92500945164481,3.13413430336732,2.0,3.9840637450199203
2,0.16666666666666666,9.759794739750857,80.8003796313396,3.3000127496427707,2.0,3.9840637450199203
4,0.16666666666666666,10.225998282423514,84.6073457456306,3.160746024948073,2.0,3.9840637450199203
6,0.16666666666666666,10.8737889525995,61.123765183812,3.3312138884435476,2.0,3.9840637450199203
8,0.16666666666666666,9.872351228591551,79.68343073925354,3.1095743739133956,2.0,3.9840637450199203
10,0.16666666666666666,11.444962624919842,5.510024569512613,3.322132085456905,2.0,3.9840637450199203
12,0.16666666666666666,9.476141426852298,106.90152206023201,3.2474891348872745,2.0,3.9840637450199203
