CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
2,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
4,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
6,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
8,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
10,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
12,0.41362375,1.3738887499999999,0.6143325,0.45783250000000003,0.185135625,0.14656
