CAPTURE_RATIO_DB,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,Improve_Two
0,520.0,502.5,608.25,655.0,40.25,16.0
2,520.0,502.5,608.25,655.0,40.25,16.0
4,520.0,502.5,608.25,655.0,40.25,16.0
6,520.0,502.5,608.25,655.0,40.25,16.0
8,520.0,502.5,608.25,655.0,40.25,16.0
10,520.0,502.5,608.25,655.0,40.25,16.0
12,520.0,502.5,608.25,655.0,40.25,16.0
