CAPTURE_RATIO_DB,CPT_InfoCom22,CR_MTI,CTMTI,ECUMI,ISMTI,LCA_MTI
0,4228.9,270.09112500000003,367.636,309.33068749999995,1514.876,240.873
2,4228.9,271.46125,374.812,295.3170625,1516.565,240.8875
4,4228.9,268.346625,403.98400000000004,307.430875,1514.9065,240.883875
6,4228.9,241.29625000000001,363.67150000000004,294.1560625,1512.7244999999998,240.85125
8,4228.9,268.3853125,441.3095,317.0280625,1515.3405,240.89475000000002
10,4228.9,237.199,462.5105,292.8275625,1513.006125,240.89475000000002
12,4228.9,280.0065,356.053,302.7425,1511.055375,240.87662500000002
