CAPTURE_RATIO_DB,CPT_InfoCom22,CR_MTI,CTMTI,ECUMI,ISMTI,LCA_MTI
0,0.09458724491002389,1.6562911190403427,1.834097085953312,1.3110998097870463,0.26409738853491693,1.6606264642099853
2,0.09458724491002389,1.612705625015463,1.7299485826174994,1.3839881844831101,0.26381112730039274,1.660526510365224
4,0.09458724491002389,1.6867983400967255,1.8395767189573036,1.3235976449362277,0.2640957482741296,1.6605514988264143
6,0.09458724491002389,1.7886107931269783,1.7949441763926277,1.3956013062763906,0.2644657609774043,1.6607765154729133
8,0.09458724491002389,1.6183715389298476,1.5378750765724738,1.3008827269876089,0.264020975743037,1.6604764731677224
10,0.09458724491002389,1.8933148739667849,1.1150270583953752,1.3913327681936596,0.26442164025476467,1.660476412947057
12,0.09458724491002389,1.5641690516882576,1.958718630754697,1.3590604254736574,0.2647772951770548,1.6606014154736737
