CAPTURE_RATIO_DB,CPT_InfoCom22,CR_MTI,CTMTI,ECUMI,ISMTI,LCA_MTI
0,4250.061824999056,271.7259895687504,374.44514999999967,311.10874355999965,1522.6087664437468,242.12933999999882
2,4250.061824999056,273.0885236250004,381.73154999999963,297.0108186674995,1524.3061913624974,242.14391249999886
4,4250.061824999055,269.93068373250037,411.3523499999994,309.1968130649997,1522.6392649874967,242.14026937499884
6,4250.061824999056,242.79091116000018,370.42147499999993,295.82776605749956,1520.446488862497,242.10748124999887
8,4250.061824999057,270.03779396250036,449.25217499999906,318.83734223249974,1523.0756023312472,242.15119874999883
10,4250.061824999057,238.61060234250027,470.77882499999885,294.49153174499946,1520.7293814187474,242.15119874999883
12,4250.061824999056,281.66775620625043,362.6839499999995,304.4555999624995,1518.7690717874968,242.13298312499882
