missing_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
1.0,0.07680822197500005,0.07223821185000004,0.141795100225
5.0,0.07678799067500004,0.07221889005000004,0.141761863925
10.0,0.07676272855000003,0.07219476480000005,0.14172030055
25.0,0.07668682877500003,0.07212227565000004,0.141595686025
50.0,0.07656039665000004,0.07200152790000004,0.14138795015
