missing_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
1.0,153.6164439500001,144.47642370000008,283.59020045
5.0,153.5759813500001,144.43778010000008,283.52372785
10.0,153.5254571000001,144.3895296000001,283.4406011
25.0,153.37365755000008,144.2445513000001,283.19137205
50.0,153.1207933000001,144.00305580000008,282.7759003
