missing_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
1.0,0.005861043398357316,0.005183814082356004,0.019989209766468813
5.0,0.005859499598432566,0.005182427549988004,0.019984524362167064
10.0,0.005857571908829128,0.005180696322048004,0.019978665069284876
25.0,0.005851780186748316,0.005175494500644003,0.01996109784815931
50.0,0.005842132467369878,0.005166829642104004,0.019931812802520873
