algorithm_name,run_id,MISSING_RATE,TOTAL_TAGS,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,noise_rate_pct,missing_rate_pct,ENABLE_NOISE,packet_error_rate,ENABLE_CAPTURE_EFFECT,CAPTURE_RATIO_DB,ENABLE_ENERGY_TRACKING,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Fixed (rho=4),2,0.25,500,140972.5,0.1409725,0.0006231806249999999,31,0,31,0,0.0,0.0,25.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141595680625,16.129032258064516,283.19136125,1.4187164163223325,3546.791040805831,0.01996109708690781,1.0
Adaptive (Ours),10,0.1,500,76307.5,0.07630750000000004,0.0004551502500000002,17,0,17,0,0.0,0.0,10.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07676265025000004,29.41176470588235,153.52530050000007,2.6209743472135765,6552.435868033942,0.005857565933951878,1.0
Fixed (rho=4),2,0.01,500,140972.5,0.1409725,0.0008226056250000001,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Fixed (rho=2),6,0.01,500,71760.0,0.07176000000000005,0.00047820374999999984,16,0,16,0,0.0,0.0,1.0,False,0.0,False,3.0,True,71.76,0.07176,0.07223820375000005,31.25,144.47640750000008,2.7870680044593086,6967.670011148271,0.005183813501100004,1.0
Fixed (rho=4),15,0.1,500,140972.5,0.1409725,0.0007477087499999995,31,0,31,0,0.0,0.0,10.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.14172020875,16.129032258064516,283.44041749999997,1.4187164163223325,3546.791040805831,0.019978652128009373,1.0
Fixed (rho=2),11,0.25,500,71760.0,0.07176000000000005,0.00036217575000000005,16,0,16,0,0.0,0.0,25.0,False,0.0,False,3.0,True,71.76,0.07176,0.07212217575000004,31.25,144.24435150000008,2.7870680044593086,6967.670011148271,0.005175487331820003,1.0
Fixed (rho=4),17,0.01,500,140972.5,0.1409725,0.0008226056250000003,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Fixed (rho=2),15,0.05,500,71760.0,0.07176000000000005,0.00045889274999999995,16,0,16,0,0.0,0.0,5.0,False,0.0,False,3.0,True,71.76,0.07176,0.07221889275000004,31.25,144.43778550000007,2.7870680044593086,6967.670011148271,0.0051824277437400035,1.0
Fixed (rho=2),10,0.1,500,71760.0,0.07176000000000005,0.0004346865000000002,16,0,16,0,0.0,0.0,10.0,False,0.0,False,3.0,True,71.76,0.07176,0.07219468650000005,31.25,144.38937300000012,2.7870680044593086,6967.670011148271,0.0051806907032400035,1.0
Fixed (rho=2),8,0.05,500,71760.0,0.07176000000000005,0.00045894675,16,0,16,0,0.0,0.0,5.0,False,0.0,False,3.0,True,71.76,0.07176,0.07221894675000004,31.25,144.4378935000001,2.7870680044593086,6967.670011148271,0.005182431618780003,1.0
Fixed (rho=4),3,0.25,500,140972.5,0.1409725,0.0006232166249999998,31,0,31,0,0.0,0.0,25.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141595716625,16.129032258064516,283.19143325,1.4187164163223325,3546.791040805831,0.019961102161917814,1.0
Fixed (rho=4),7,0.01,500,140972.5,0.1409725,0.0008226056250000003,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Fixed (rho=2),9,0.25,500,71760.0,0.07176000000000005,0.0003621757500000001,16,0,16,0,0.0,0.0,25.0,False,0.0,False,3.0,True,71.76,0.07176,0.07212217575000004,31.25,144.24435150000008,2.7870680044593086,6967.670011148271,0.005175487331820003,1.0
Fixed (rho=4),1,0.01,500,140972.5,0.1409725,0.0008226056250000001,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Adaptive (Ours),0,0.25,500,76307.5,0.07630750000000004,0.00037944487500000013,17,0,17,0,0.0,0.0,25.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07668694487500004,29.41176470588235,153.3738897500001,2.6209743472135765,6552.435868033942,0.005851789046049065,1.0
Fixed (rho=4),10,0.5,500,140972.5,0.1409725,0.0004153817499999999,31,0,31,0,0.0,0.0,50.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.14138788175,16.129032258064516,282.7757635,1.4187164163223325,3546.791040805831,0.019931803160001874,1.0
Adaptive (Ours),18,0.25,500,76307.5,0.07630750000000004,0.0003793908750000001,17,0,17,0,0.0,0.0,25.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07668689087500004,29.41176470588235,153.3737817500001,2.6209743472135765,6552.435868033942,0.005851784925444066,1.0
Adaptive (Ours),12,0.5,500,76307.5,0.07630750000000004,0.00025289124999999997,17,0,17,0,0.0,0.0,50.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07656039125000004,29.41176470588235,153.12078250000008,2.6209743472135765,6552.435868033942,0.0058421320553093785,1.0
Fixed (rho=2),5,0.1,500,71760.0,0.07176000000000005,0.00043474050000000015,16,0,16,0,0.0,0.0,10.0,False,0.0,False,3.0,True,71.76,0.07176,0.07219474050000005,31.25,144.38948100000007,2.7870680044593086,6967.670011148271,0.005180694578280004,1.0
Fixed (rho=2),11,0.01,500,71760.0,0.07176000000000005,0.0004782037499999999,16,0,16,0,0.0,0.0,1.0,False,0.0,False,3.0,True,71.76,0.07176,0.07223820375000005,31.25,144.47640750000008,2.7870680044593086,6967.670011148271,0.005183813501100004,1.0
Fixed (rho=4),10,0.01,500,140972.5,0.1409725,0.0008225696250000003,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795069625,16.129032258064516,283.59013925,1.4187164163223325,3546.791040805831,0.019989205452710313,1.0
Fixed (rho=2),1,0.1,500,71760.0,0.07176000000000005,0.0004347945000000001,16,0,16,0,0.0,0.0,10.0,False,0.0,False,3.0,True,71.76,0.07176,0.07219479450000005,31.25,144.3895890000001,2.7870680044593086,6967.670011148271,0.005180698453320004,1.0
Adaptive (Ours),12,0.1,500,76307.5,0.07630750000000004,0.0004551502500000001,17,0,17,0,0.0,0.0,10.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07676265025000004,29.41176470588235,153.52530050000007,2.6209743472135765,6552.435868033942,0.005857565933951878,1.0
Fixed (rho=2),9,0.01,500,71760.0,0.07176000000000005,0.0004782037499999999,16,0,16,0,0.0,0.0,1.0,False,0.0,False,3.0,True,71.76,0.07176,0.07223820375000005,31.25,144.47640750000008,2.7870680044593086,6967.670011148271,0.005183813501100004,1.0
Fixed (rho=4),19,0.01,500,140972.5,0.1409725,0.0008226056250000003,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Fixed (rho=2),12,0.1,500,71760.0,0.07176000000000005,0.0004346865000000001,16,0,16,0,0.0,0.0,10.0,False,0.0,False,3.0,True,71.76,0.07176,0.07219468650000005,31.25,144.38937300000012,2.7870680044593086,6967.670011148271,0.0051806907032400035,1.0
Fixed (rho=2),15,0.25,500,71760.0,0.07176000000000005,0.0003623917500000001,16,0,16,0,0.0,0.0,25.0,False,0.0,False,3.0,True,71.76,0.07176,0.07212239175000004,31.25,144.24478350000007,2.7870680044593086,6967.670011148271,0.005175502831980003,1.0
Fixed (rho=2),5,0.05,500,71760.0,0.07176000000000005,0.0004588927499999999,16,0,16,0,0.0,0.0,5.0,False,0.0,False,3.0,True,71.76,0.07176,0.07221889275000004,31.25,144.43778550000007,2.7870680044593086,6967.670011148271,0.0051824277437400035,1.0
Fixed (rho=2),18,0.01,500,71760.0,0.07176000000000005,0.00047820374999999995,16,0,16,0,0.0,0.0,1.0,False,0.0,False,3.0,True,71.76,0.07176,0.07223820375000005,31.25,144.47640750000008,2.7870680044593086,6967.670011148271,0.005183813501100004,1.0
Fixed (rho=4),3,0.01,500,140972.5,0.1409725,0.0008226056250000001,31,0,31,0,0.0,0.0,1.0,False,0.0,False,3.0,True,140.9725,0.1409725,0.141795105625,16.129032258064516,283.59021125,1.4187164163223325,3546.791040805831,0.019989210527720312,1.0
Adaptive (Ours),19,0.25,500,76307.5,0.07630750000000004,0.0003793368750000001,17,0,17,0,0.0,0.0,25.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07668683687500004,29.41176470588235,153.37367375000008,2.6209743472135765,6552.435868033942,0.005851780804839065,1.0
Adaptive (Ours),2,0.05,500,76307.5,0.07630750000000004,0.00048054737499999997,17,0,17,0,0.0,0.0,5.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07678804737500004,29.41176470588235,153.57609475000007,2.6209743472135765,6552.435868033942,0.005859503925067816,1.0
Adaptive (Ours),4,0.1,500,76307.5,0.07630750000000004,0.0004552042500000001,17,0,17,0,0.0,0.0,10.0,False,0.0,False,3.0,True,76.3075,0.0763075,0.07676270425000004,29.41176470588235,153.52540850000008,2.6209743472135765,6552.435868033942,0.0058575700545568776,1.0
Fixed (rho=2),19,0.25,500,71760.0,0.07176000000000005,0.00036228375000000007,16,0,16,0,0.0,0.0,25.0,False,0.0,False,3.0,True,71.76,0.07176,0.07212228375000004,31.25,144.2445675000001,2.7870680044593086,6967.670011148271,0.005175495081900004,1.0
