missing_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
1.0,29.411764705882355,31.25,16.129032258064516
5.0,29.411764705882355,31.25,16.129032258064516
10.0,29.411764705882355,31.25,16.129032258064516
25.0,29.411764705882355,31.25,16.129032258064516
50.0,29.411764705882355,31.25,16.129032258064516
