missing_rate_pct,Adaptive (Ours),Fixed (rho=2),Fixed (rho=4)
1.0,0.0005007219749999999,0.0004782118499999999,0.0008226002250000003
5.0,0.000480490675,0.0004588900499999999,0.0007893639249999995
10.0,0.0004552285500000001,0.0004347648000000002,0.0007478005499999997
25.0,0.0003793287750000001,0.00036227565000000007,0.0006231860249999998
50.0,0.00025289664999999996,0.00024152790000000002,0.00041545014999999993
