algorithm_name,run_id,TOTAL_TAGS,BER,Tolerance,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Goodput,System_Throughput,Tolerance_Threshold,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
LODS (eps=0.35),8,1000,0.06,0.35,172482.5,0.17248250000000007,0.0,27,0,27,0,0.0,0.97,2811.879466032786,5797.689620686157,0.35,172.4825,0.1724825,0.17248250000000007,37.03703703703704,172.48250000000004,2.319075848274463,5797.689620686157,0.029750212806250013,1.0
LODS (eps=0.35),9,1000,0.06,0.35,187675.0,0.18767500000000004,0.0,30,0,30,0,0.0,0.982,2616.2248568003197,5328.360197149327,0.35,187.675,0.187675,0.18767500000000004,33.333333333333336,187.67500000000004,2.1313440788597307,5328.360197149327,0.03522190562500001,1.0
LODS (eps=0.40),1,1000,0.06,0.4,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.962,2523.477257226798,5246.314464088978,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.40),0,1000,0.06,0.4,187675.0,0.18767500000000006,0.0,30,0,30,0,0.0,0.972,2589.583055814573,5328.360197149327,0.4,187.675,0.187675,0.18767500000000006,33.333333333333336,187.67500000000007,2.1313440788597307,5328.360197149327,0.035221905625000015,1.0
LODS (eps=0.40),3,1000,0.06,0.4,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.978,2565.44777293951,5246.314464088978,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.40),2,1000,0.06,0.4,185650.0,0.18565000000000006,0.0,30,0,30,0,0.0,0.972,2617.829248586049,5386.47993536224,0.4,185.65,0.18565,0.18565000000000006,33.333333333333336,185.65000000000006,2.1545919741448962,5386.47993536224,0.03446592250000002,1.0
LODS (eps=0.40),4,1000,0.06,0.4,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.982,2575.940401867688,5246.314464088978,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.40),5,1000,0.06,0.4,187675.0,0.18767500000000004,0.0,30,0,30,0,0.0,0.982,2616.2248568003197,5328.360197149327,0.4,187.675,0.187675,0.18767500000000004,33.333333333333336,187.67500000000004,2.1313440788597307,5328.360197149327,0.03522190562500001,1.0
LODS (eps=0.40),6,1000,0.06,0.4,169547.5,0.16954750000000005,0.0,26,0,26,0,0.0,0.962,2836.963092938557,5898.052168271429,0.4,169.5475,0.1695475,0.16954750000000005,38.46153846153846,169.54750000000007,2.3592208673085713,5898.052168271429,0.028746354756250005,1.0
LODS (eps=0.40),7,1000,0.06,0.4,181540.0,0.18154000000000006,0.0,29,0,29,0,0.0,0.978,2693.621240497962,5508.427894678858,0.4,181.54,0.18154,0.18154000000000006,34.48275862068966,181.54000000000005,2.2033711578715436,5508.427894678858,0.03295677160000001,1.0
LODS (eps=0.40),8,1000,0.06,0.4,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.978,2565.44777293951,5246.314464088978,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.45),1,1000,0.06,0.45,171257.5,0.17125750000000006,0.0,27,0,27,0,0.0,0.97,2831.9927594411924,5839.160328744726,0.45,171.2575,0.1712575,0.17125750000000006,37.03703703703704,171.25750000000005,2.3356641314978908,5839.160328744726,0.029329131306250013,1.0
LODS (eps=0.40),9,1000,0.06,0.4,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.98,2570.694087403599,5246.314464088978,0.4,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.45),0,1000,0.06,0.45,170457.5,0.17045750000000007,0.0,27,0,27,0,0.0,0.968,2839.4174500975314,5866.564979540354,0.45,170.4575,0.1704575,0.17045750000000007,37.03703703703704,170.45750000000007,2.3466259918161416,5866.564979540354,0.029055759306250012,1.0
LODS (eps=0.45),2,1000,0.06,0.45,185650.0,0.18565000000000006,0.0,30,0,30,0,0.0,0.974,2623.215728521411,5386.47993536224,0.45,185.65,0.18565,0.18565000000000006,33.333333333333336,185.65000000000006,2.1545919741448962,5386.47993536224,0.03446592250000002,1.0
