MISSING_RATE,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
0.0,0.9203600908855589,0.727623309412717,0.5515871921453984,0.8395865036469539,1.932880717098746,5.0439771760032786,3.956674415154063
0.05,0.9213363333997835,0.27989873278967115,0.552107491539505,0.8408443540252467,1.793570062809867,5.0439771760032786,3.956674415154063
0.1,0.9230708660703278,0.2632220632711778,0.5544123865038886,0.8421722522030443,1.7606108052360423,5.0439771760032786,3.956674415154063
0.15000000000000002,0.9256812683662021,0.2581080441322194,0.5584854842729894,0.8440466577555256,1.7774383640782048,5.0439771760032786,3.946639707828176
0.2,0.928884383462656,0.2648029115326995,0.5642422829326492,0.8462605243481269,1.8249669667988115,5.034195213660798,3.881662891340808
0.25,0.9328820771147275,0.26519270973417064,0.5706577004232861,0.8485197544485554,1.868168237317971,4.711614945165676,3.4596354906886035
0.3,0.9375347511705545,0.27213338030735523,0.5793283833908511,0.8515307276735419,1.9016957159579189,3.8328349784899105,2.841267028853259
0.35,0.9433217498795935,0.27778545422868617,0.5916084568960513,0.8553226535092703,1.9393483359924306,3.0871212662733356,2.407461147734671
0.39999999999999997,0.9497521283939662,0.2772284073188753,0.6080932313658013,0.8600011793188651,2.034886338011302,2.816851364057574,2.2169672763687855
0.44999999999999996,0.9570340763900553,0.28051934562206793,0.6262569836907288,0.865683990912357,2.1103272422463304,2.740050545609687,2.1239535173218242
0.49999999999999994,0.9655504637118355,0.2917288629340734,0.651359641002397,0.8725878605564132,2.155018873482315,2.7338925821467024,2.08365683650288
0.5499999999999999,0.9743230918371617,0.298484554752263,0.6821314500538429,0.8815542739724215,2.2563626991654235,2.7292576419213974,2.0692555816726115
0.6,0.9848717465824052,0.30134217924634976,0.7207553325408574,0.8911836791928966,2.4061913699464594,2.7292576419213974,2.0676429790249866
0.65,0.9964240460310754,0.31322723364115956,0.7698481371319785,0.9028677863238732,2.5372965450418583,2.7292576419213974,2.0676429790249866
0.7000000000000001,1.009016457295619,0.3201917661172238,0.8360578603857931,0.9177158860878631,2.562380400152314,2.7292576419213974,2.068583124083712
0.7500000000000001,1.0229821810237714,0.3372444273691425,0.9272806747630964,0.9352433741738052,2.7033966805770593,2.7292576419213974,2.0704634142011633
0.8000000000000002,1.038100487376995,0.35429203862325764,1.0645070088172823,0.9565274658892025,2.9908710953171793,2.7292576419213974,2.0730043713941604
0.8500000000000002,1.054347756324369,0.3778490076650901,1.2745571344131748,0.9829884937479345,3.2501708011483315,2.7292576419213974,2.082799838745974
0.9000000000000002,1.0723079520281615,0.43393274278891514,1.681106364074037,1.0150741199696092,3.7464359979660626,2.7292576419213974,2.1154676945478883
