MISSING_RATE,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
0.0,0.19079196473094068,0.3055327078230002,0.5313220251908112,0.2292767441637537,0.04353893898135502,0.006403558793577499,0.010361395580840002
0.05,0.19029305585830536,2.2062729693138907,0.5300535688812844,0.2284775230944,0.051014994017562224,0.006397829247429375,0.010354333205454003
0.1,0.18948420181783437,2.42295122342395,0.5254029413077242,0.22764472155829374,0.05286999962042729,0.006392092207194999,0.010347275561314002
0.15000000000000002,0.18832344354372216,2.5521185294335975,0.5175246860129579,0.22652160805804122,0.051559246185712185,0.006386356737150124,0.010395790669147751
0.2,0.18693372168954303,2.39151914993555,0.5067819576555544,0.2252254137894037,0.04891370541643254,0.006406866974709,0.010754584367521502
0.25,0.18524270637660142,2.3724410850168534,0.4952331357973859,0.2239160317874412,0.046872933933210105,0.007353229792646984,0.013631995475444223
0.3,0.1833169941519467,2.262751814094377,0.48030167884529906,0.22222644385495868,0.045054035798804334,0.011145911475516405,0.020188592214670974
0.35,0.18098429888189352,2.162596855647023,0.46036816410840975,0.22015166725176738,0.04320912041667715,0.017069577485184843,0.027949214312504255
0.39999999999999997,0.17845424323331743,2.1559890288208496,0.43557806648998787,0.21765628817710128,0.039363658439745465,0.02043635891264573,0.0328787825719707
0.44999999999999996,0.17566100301352744,2.098409117264176,0.4105023811604405,0.21470124401441262,0.03664363505593567,0.021496013657495202,0.03576183876707453
0.49999999999999994,0.17248931069387236,1.9395007257570884,0.37932656888027483,0.21121398066526695,0.03518323637105289,0.021570360269615056,0.03710752027159335
0.5499999999999999,0.16931213780861581,1.846323447626275,0.34571454633517434,0.20683602081546656,0.03206161955668441,0.02162124022064,0.03757318394440158
0.6,0.1656199684923299,1.8201722123729334,0.30952836710011317,0.2022870019279733,0.028146494677926986,0.021605249476735998,0.03760616158941401
0.65,0.16172055824019982,1.6761096006046396,0.2712489698319386,0.19698550734502446,0.025255501661969614,0.0215895751632,0.037583656244957256
0.7000000000000001,0.1576301906878597,1.606680544351611,0.2300209728873423,0.19056601667200307,0.02492104675052617,0.021573902432511997,0.037527413129518
0.7500000000000001,0.15327843607887237,1.4481434370421904,0.1870278675451534,0.1833988809232842,0.022618904415796066,0.021558218621887996,0.03743748784010501
0.8000000000000002,0.14877115325694196,1.3008269492861408,0.14198467281186614,0.17523794846745286,0.018335970738169026,0.021542546682623998,0.03732471526776301
0.8500000000000002,0.14414877174702742,1.1371291513974333,0.09900030811885323,0.16584656892492392,0.015549971219928387,0.021526862872,0.03695670758439838
0.9000000000000002,0.13928994126658353,0.8669146833586595,0.05697889797289668,0.1554443221327274,0.011912200085785713,0.021511179061376,0.035832835845323006
