MISSING_RATE,CPT,CR_MTI,CT_MTI,ECUMI,ISMTI,LODS_MTI,LODS_MTI_128b
0.0,0.07692307692307693,0.0,0.0,0.04885496183206107,0.0,0.0,0.0
0.05,0.16086538461538463,0.0,0.04614149101565205,0.057633587786259544,0.004436968991977317,0.0,0.0
0.1,0.2353846153846154,0.0,0.0910892248382514,0.06751908396946565,0.006898649036666954,0.0,0.0
0.15000000000000002,0.2991346153846154,0.0,0.13323955268213306,0.0768320610687023,0.010238320272960818,0.0,0.0
0.2,0.3557692307692307,0.0,0.17419988744631942,0.08942748091603053,0.009389934880624968,0.0,0.0
0.25,0.4029807692307692,0.0,0.21542781286198984,0.10286259541984732,0.008168264275407133,0.0,0.0
0.3,0.4426923076923077,0.0,0.2578204423750796,0.11534351145038169,0.002844985314651644,0.0,0.0
0.35,0.4694230769230769,0.0002946576640606491,0.2955481217318167,0.1296946564885496,0.01172569850243005,0.0,0.0
0.39999999999999997,0.4875,0.0004945510542525468,0.32988783361950724,0.1415267175572519,0.010189652944899683,0.0,0.0
0.44999999999999996,0.4986538461538461,0.0013785240464344942,0.3707449163394104,0.153206106870229,0.0072385850583525,0.0,0.0008064516129032258
0.49999999999999994,0.4970192307692308,0.0029562011371712864,0.4051316066783627,0.16522900763358778,0.012491641976539878,0.0,0.00234375
0.5499999999999999,0.49423076923076925,0.0066475657427149965,0.4393452241745677,0.17301526717557253,0.015918393973014536,0.0,0.003125
0.6,0.4756730769230769,0.01541178038379531,0.4767194014614041,0.1831297709923664,0.010007127155526308,0.0,0.00234375
0.65,0.4469230769230769,0.027467572850035538,0.5117222150173242,0.1895801526717557,0.015795759967586594,0.0,0.00625
0.7000000000000001,0.4101923076923077,0.0501806443970623,0.5446254352174162,0.1898091603053435,0.021043061946699717,0.0,0.00859375
0.7500000000000001,0.3627884615384615,0.09112473347547975,0.5792445071395733,0.1846564885496183,0.02765057316000452,0.0,0.009375
0.8000000000000002,0.3078846153846154,0.15268301350390903,0.6116799247070674,0.17282442748091603,0.01573761984144866,0.0,0.015625
0.8500000000000002,0.24653846153846154,0.24339907604832978,0.6513611479694472,0.14912213740458016,0.014122149242838897,0.003125,0.04375
0.9000000000000002,0.1741346153846154,0.34460732054015636,0.6965477845388361,0.11572519083969465,0.027622695130026027,0.0109375,0.13046875
