Drift_Rate,LODS-Fixed-128 (Stress),LODS-MTI (Adaptive)
0.0,193545.0,146326.9375
0.0005,193545.0,146326.9375
0.001,193545.0,146326.9375
0.0015,193545.0,146326.9375
0.002,193545.0,146560.0
0.0025,193545.0,146560.0
0.003,193545.0,146560.0
0.0035,193545.0,146560.0
0.004,193545.0,167120.6875
0.0045000000000000005,193545.0,168231.75
0.005000000000000001,193545.0,168703.625
