algorithm_name,run_id,Guard_Interval_Bits,TOTAL_TAGS,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
LODS-MTI,4,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,3,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,5,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,6,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,7,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,8,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,9,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,11,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,10,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,12,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,13,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,15,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,14,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,17,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,16,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,18,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,19,0.2,2000,162397.5,0.16239750000000008,0.0,17,0,17,0,0.0,162.3975,0.1623975,0.16239750000000008,117.6470588235294,81.19875000000005,4.926184208500747,12315.460521251867,0.026372948006250015,1.0
LODS-MTI,0,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,2,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,1,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,3,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,4,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,5,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,6,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,7,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,9,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,8,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,10,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,12,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,11,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,15,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,13,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,14,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,16,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,17,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,18,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,0,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,1,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,19,0.4,2000,172312.5,0.17231250000000006,0.0,17,0,17,0,0.0,172.3125,0.1723125,0.17231250000000006,117.6470588235294,86.15625000000003,4.642727602466449,11606.819006166123,0.029691597656250013,1.0
LODS-MTI,2,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,3,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,4,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,6,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,5,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,7,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,8,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,9,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,11,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,12,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,10,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,13,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,14,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,15,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,16,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,18,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,17,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,19,0.6,2000,182227.5,0.18222750000000001,0.0,17,0,17,0,0.0,182.2275,0.1822275,0.18222750000000001,117.6470588235294,91.11375,4.390116749667311,10975.291874168279,0.03320686175625,1.0
LODS-MTI,0,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,1,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,2,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,3,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,4,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,5,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,6,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,9,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,7,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,8,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,10,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,11,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,12,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,13,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,14,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,15,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,16,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,17,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,18,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,1,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,19,0.8,2000,192142.5,0.1921425,0.0,17,0,17,0,0.0,192.1425,0.1921425,0.1921425,117.6470588235294,96.07125,4.163576512224,10408.941280560002,0.036918740306249996,1.0
LODS-MTI,0,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,2,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,3,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,4,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,6,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,7,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,5,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,8,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,9,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,10,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,12,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,11,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,13,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,14,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,15,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,16,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,17,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,18,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,0,1.5,2000,226845.0,0.22684500000000013,0.0,17,0,17,0,0.0,226.845,0.226845,0.22684500000000013,117.6470588235294,113.42250000000006,3.526637131080694,8816.592827701736,0.05145865402500003,1.0
LODS-MTI,19,1.0,2000,202057.5,0.20205749999999997,0.0,17,0,17,0,0.0,202.0575,0.2020575,0.20205749999999997,117.6470588235294,101.02874999999999,3.9592690199571905,9898.172549892975,0.040827233306249995,1.0
LODS-MTI,1,1.5,2000,226845.0,0.22684500000000013,0.0,17,0,17,0,0.0,226.845,0.226845,0.22684500000000013,117.6470588235294,113.42250000000006,3.526637131080694,8816.592827701736,0.05145865402500003,1.0
LODS-MTI,2,1.5,2000,226845.0,0.22684500000000013,0.0,17,0,17,0,0.0,226.845,0.226845,0.22684500000000013,117.6470588235294,113.42250000000006,3.526637131080694,8816.592827701736,0.05145865402500003,1.0
LODS-MTI,3,1.5,2000,226845.0,0.22684500000000013,0.0,17,0,17,0,0.0,226.845,0.226845,0.22684500000000013,117.6470588235294,113.42250000000006,3.526637131080694,8816.592827701736,0.05145865402500003,1.0
