Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,2330.947996550197,5344.556902829275,13116.259242863936
0.2,2330.947996550197,5344.556902829275,12315.460521251867
0.4,2330.947996550197,5344.556902829275,11606.819006166123
0.6,2330.947996550197,5344.556902829275,10975.291874168279
0.8,2330.947996550197,5344.556902829275,10408.941280560002
1.0,2330.947996550197,5344.556902829275,9898.172549892975
1.5,2330.947996550197,5344.556902829275,8816.592827701736
2.0,2330.947996550197,5344.556902829275,7948.098914090986
