Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,858.0200000000001,374.2125,152.4825
0.2,858.0200000000001,374.2125,162.3975
0.4,858.0200000000001,374.2125,172.3125
0.6,858.0200000000001,374.2125,182.2275
0.8,858.0200000000001,374.2125,192.1425
1.0,858.0200000000001,374.2125,202.0575
1.5,858.0200000000001,374.2125,226.84499999999997
2.0,858.0200000000001,374.2125,251.6325
