Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,0.85802,0.3742125,0.1524825
0.2,0.85802,0.3742125,0.1623975
0.4,0.85802,0.3742125,0.1723125
0.6,0.85802,0.3742125,0.1822275
0.8,0.85802,0.3742125,0.1921425
1.0,0.85802,0.3742125,0.2020575
1.5,0.85802,0.3742125,0.22684500000000002
2.0,0.85802,0.3742125,0.2516325
