Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,54,2,0
0.2,54,2,0
0.4,54,2,0
0.6,54,2,0
0.8,54,2,0
1.0,54,2,0
1.5,54,2,0
2.0,54,2,0
