Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,973,74,17
0.2,973,74,17
0.4,973,74,17
0.6,973,74,17
0.8,973,74,17
1.0,973,74,17
1.5,973,74,17
2.0,973,74,17
