Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,858020.0,374212.5,152482.5
0.2,858020.0,374212.5,162397.5
0.4,858020.0,374212.5,172312.5
0.6,858020.0,374212.5,182227.5
0.8,858020.0,374212.5,192142.5
1.0,858020.0,374212.5,202057.5
1.5,858020.0,374212.5,226845.0
2.0,858020.0,374212.5,251632.5
