Guard_Interval_Bits,CPT,ISMTI,LODS-MTI
0.0,429.0099999999875,187.10625000000007,76.24125000000001
0.2,429.0099999999875,187.10625000000007,81.19875000000005
0.4,429.0099999999875,187.10625000000007,86.15625000000003
0.6,429.0099999999875,187.10625000000007,91.11375
0.8,429.0099999999875,187.10625000000007,96.07125
1.0,429.0099999999875,187.10625000000007,101.02874999999999
1.5,429.0099999999875,187.10625000000007,113.42250000000006
2.0,429.0099999999875,187.10625000000007,125.81625000000004
