GroupSize,Improve_One
4,0.08530780562500023
8,0.025585602025000004
12,0.025160304400000007
16,0.014141966400000006
24,0.013635816756250007
32,0.005381689600000002
48,0.005381689600000002
64,0.0026501903999999995
128,0.0018243576562499998
256,0.0018243576562499998
