GroupSize,Improve_One
4,0.2920750000000008
8,0.159955
12,0.15862
16,0.11892000000000005
24,0.11677250000000006
32,0.07336000000000004
48,0.07336000000000004
64,0.05147999999999999
128,0.042712499999999994
256,0.042712499999999994
